source_id,type,flux_band1,log_flux_band1,flux_band2,log_flux_band2,flux_band3,log_flux_band3,flux_band4,log_flux_band4,flux_band5,log_flux_band5,hr1,hr2,hr3,hr4,extent,log_extent,variability,ra,dec,recon_error,error_sigma,xmm_class
15899,anomaly,2.0019350361511114e-12,-11.6986,1.7153061161297625e-12,-11.7657,2.736084577725752e-13,-12.5629,1.584559982246407e-12,-11.8001,2.3746602187459875e-13,-12.6244,-0.0771,-0.7249,0.7055,-0.7393,1.879,0.274,26.549,98.63925,41.79633,0.56339914,8.634868,extreme_variable
13113,agn,4.803659017269706e-16,-15.3184,3.3924284139645444e-15,-14.4695,3.5238866770009794e-13,-12.453,3.205121975192586e-13,-12.4942,8.209469266928772e-14,-13.0857,0.7519,0.9809,-0.0474,-0.5922,0.019,-1.0,1.399,43.58756,10.975,0.56298035,8.627715,unclassified
38357,anomaly,1.3094654294426238e-13,-12.8829,8.574592451310548e-14,-13.0668,4.3721789486075955e-13,-12.3593,1.1875337579556862e-13,-12.9254,1.707891025021343e-14,-13.7675,-0.2086,0.6721,-0.5728,-0.7485,1.128,0.0524,29.328,315.54752,57.43268,0.56254303,8.620246,extreme_variable
29694,anomaly,1.0832894407051949e-14,-13.9653,5.73771832413048e-14,-13.2413,2.037256329852441e-14,-13.691,5.366972482729781e-15,-14.2703,1.3158224081295059e-14,-13.8808,0.6824,-0.4759,-0.583,0.4206,2.925,0.4661,10.473,74.84399,-27.23427,0.5621267,8.613135,extreme_variable
59094,anomaly,3.4949345229111343e-14,-13.4566,3.1499624585879915e-13,-12.5017,2.076909257000839e-13,-12.6826,6.648137463789333e-14,-13.1773,3.70535520181046e-13,-12.4312,0.8003,-0.2053,-0.515,0.6957,0.479,-0.3194,11.169,174.2369,54.4233,0.5620799,8.612336,ultra_hard_spectrum
71827,anomaly,5.94299113077024e-14,-13.226,7.880821084673385e-15,-14.1034,3.092085644978333e-13,-12.5097,2.1785880554076855e-14,-13.6618,2.0860324746032482e-13,-12.6807,-0.7658,0.9503,-0.8684,0.8109,2.025,0.3064,20.861,309.92036,87.82646,0.5616926,8.6057205,extreme_variable
19956,anomaly,2.8200321485028808e-11,-10.5497,3.1518340465124876e-12,-11.5014,1.3456273987644365e-11,-10.8711,2.5374349318118308e-12,-11.5956,7.186069774828068e-13,-12.1435,-0.7989,0.6204,-0.6827,-0.5586,0.113,-0.9479,16.401,91.83991,67.08761,0.5606807,8.588437,extreme_variable
94116,anomaly,1.5151784990010273e-13,-12.8195,7.479438968809701e-14,-13.1261,2.412962526795911e-13,-12.6174,9.734618387644731e-15,-14.0117,1.1737565763182659e-13,-12.9304,-0.339,0.5268,-0.9224,0.8468,0.199,-0.7019,29.071,54.30887,30.20981,0.55985594,8.57435,extreme_variable
52078,anomaly,1.0712181844347493e-12,-11.9701,1.0635449078146821e-12,-11.9732,1.170080627400091e-12,-11.9318,7.405718670858245e-12,-11.1304,6.714036046372544e-12,-11.173,-0.0036,0.0477,0.7271,-0.049,2.99,0.4756,28.128,355.81433,63.54075,0.5598083,8.573537,extreme_variable
68550,anomaly,1.8927879924788845e-11,-10.7229,1.8894994745145157e-12,-11.7237,9.258173767481197e-13,-12.0335,6.066854902914041e-13,-12.217,1.5145699134574684e-13,-12.8197,-0.8185,-0.3423,-0.2082,-0.6005,0.661,-0.1796,29.426,237.87437,-80.92802,0.558065,8.543761,extreme_variable
97793,anomaly,1.7536969010654574e-12,-11.756,7.411766433136712e-13,-12.1301,1.824087064934548e-12,-11.739,1.9347109379271335e-13,-12.7134,1.3611392807263367e-14,-13.8661,-0.4058,0.4221,-0.8082,-0.8685,1.843,0.2655,15.078,185.71063,-52.97913,0.55801505,8.542909,extreme_variable
64600,anomaly,1.8005814924159873e-11,-10.7446,3.06092569437305e-12,-11.5141,1.36632700958254e-12,-11.8644,6.077270859678007e-14,-13.2163,5.657695488074399e-13,-12.2474,-0.7094,-0.3828,-0.9148,0.806,1.006,0.0027,21.388,267.94987,37.64586,0.5574841,8.533839,extreme_variable
42370,anomaly,4.395675861024673e-12,-11.357,3.3780464534265817e-12,-11.4713,1.2716491987274538e-12,-11.8956,4.508140513352574e-12,-11.346,2.9644100651132893e-12,-11.5281,-0.1309,-0.453,0.56,-0.2066,2.564,0.4089,13.31,187.60275,-63.77485,0.55569726,8.503321,extreme_variable
23977,anomaly,6.264756996680154e-13,-12.2031,4.681898375083591e-13,-12.3296,1.7412598027525886e-12,-11.7591,6.586619951375348e-13,-12.1813,2.2688212722733973e-13,-12.6442,-0.1446,0.5762,-0.4511,-0.4876,0.297,-0.5271,28.416,318.40911,9.21476,0.5556078,8.501793,extreme_variable
96598,agn,3.073334387239151e-15,-14.5124,2.198550556798781e-14,-13.6579,2.908821229540781e-13,-12.5363,2.6763775362969793e-13,-12.5725,2.386965599131485e-13,-12.6222,0.7547,0.8595,-0.0416,-0.0572,0.271,-0.5675,0.581,236.10619,-30.30718,0.5553505,8.497397,unclassified
41689,anomaly,3.1943617354763955e-12,-11.4956,2.112742814859768e-11,-10.6752,3.6714788267257106e-12,-11.4352,7.807772701206978e-12,-11.1075,2.5934503948768827e-11,-10.5861,0.7373,-0.7039,0.3603,0.5372,1.401,0.1465,11.147,170.66421,47.00925,0.5541711,8.477254,extreme_variable
67637,anomaly,1.582931961182716e-12,-11.8005,9.349788161766743e-13,-12.0292,1.9479037396683797e-13,-12.7104,1.1280610935954456e-11,-10.9477,4.254557911953347e-12,-11.3711,-0.2573,-0.6552,0.9661,-0.4523,2.143,0.331,28.199,30.41478,-50.03562,0.5538818,8.472313,extreme_variable
93813,anomaly,1.6354755031309596e-12,-11.7864,4.706441569630232e-13,-12.3273,9.025379894522653e-13,-12.0445,2.2629414022623992e-12,-11.6453,1.4657561603371559e-13,-12.8339,-0.5531,0.3145,0.4298,-0.8783,0.697,-0.1565,17.908,172.97655,37.19107,0.55357105,8.467005,extreme_variable
6647,anomaly,3.4890157539865593e-13,-12.4573,5.430424622692941e-14,-13.2652,6.733804447926433e-14,-13.1717,4.736332237878216e-15,-14.3246,2.8196440007107267e-14,-13.5498,-0.7306,0.1071,-0.8686,0.7124,2.81,0.4486,16.395,41.67311,16.56704,0.5530543,8.4581785,extreme_variable
64760,anomaly,6.033277182725196e-14,-13.2194,7.602957806923333e-15,-14.119,3.504995507114344e-14,-13.4553,8.98970404289171e-15,-14.0463,2.5674234269708873e-15,-14.5905,-0.7762,0.6435,-0.5917,-0.5557,2.755,0.4401,10.48,169.13092,71.41389,0.55276585,8.453253,extreme_variable
53328,anomaly,2.138403766206415e-13,-12.6699,7.099839940048932e-13,-12.1488,2.2370085717271532e-12,-11.6503,1.942099136678068e-13,-12.7117,5.25082305800808e-12,-11.2798,0.5371,0.5182,-0.8402,0.9287,0.245,-0.6114,20.893,294.98908,-18.25423,0.5522938,8.445189,ultra_hard_spectrum
78393,anomaly,7.989933365903328e-14,-13.0975,7.0527701370862e-13,-12.1516,2.189532935610006e-12,-11.6596,1.7288553646633633e-13,-12.7622,9.16810381086821e-14,-13.0377,0.7965,0.5127,-0.8536,-0.3069,1.315,0.1189,27.037,254.83744,23.8011,0.55056626,8.415684,extreme_variable
34505,anomaly,9.755244076273196e-14,-13.0108,1.6607821361128045e-14,-13.7797,3.138477237609734e-14,-13.5033,3.5645009411449806e-14,-13.448,3.7769874490048515e-15,-14.4229,-0.709,0.3079,0.0636,-0.8084,0.152,-0.8173,29.989,100.04624,30.17162,0.54940444,8.39584,extreme_variable
35271,anomaly,9.90445343744418e-12,-11.0042,6.413513310018767e-12,-11.1929,4.509580080756389e-12,-11.3459,2.262858334502951e-11,-10.6453,8.756451188956364e-12,-11.0577,-0.2139,-0.1743,0.6677,-0.442,1.254,0.0981,12.958,313.49731,70.39299,0.5489324,8.387777,extreme_variable
44979,anomaly,6.069735222257622e-12,-11.2168,2.4229071809770332e-12,-11.6157,8.891290089499903e-12,-11.051,3.7633286638921195e-13,-12.4244,4.2555332973698804e-11,-10.371,-0.4294,0.5717,-0.9188,0.9825,0.952,-0.0215,13.73,197.52432,30.65515,0.5487741,8.385075,extreme_variable
33841,anomaly,1.9717167481167276e-12,-11.7052,7.590917815458442e-13,-12.1197,3.2747352277712783e-13,-12.4848,2.414611335958877e-12,-11.6172,2.9102279406972343e-13,-12.5361,-0.4441,-0.3972,0.7611,-0.7849,2.221,0.3465,13.017,39.10356,51.68943,0.54876673,8.384948,extreme_variable
24424,anomaly,3.2688900103242007e-13,-12.4856,9.061398584985885e-14,-13.0428,2.929101949109216e-14,-13.5333,1.643632713078466e-13,-12.7842,1.8180248666538646e-13,-12.7404,-0.5659,-0.5114,0.6975,0.0504,0.125,-0.9028,16.378,101.37923,7.05473,0.54854083,8.381089,super_soft_source
14826,xrb,6.597953678006545e-14,-13.1806,8.002210970890715e-14,-13.0968,2.387816775621458e-13,-12.622,8.365688851718348e-14,-13.0775,9.532813111590678e-14,-13.0208,0.0962,0.498,-0.4811,0.0652,0.162,-0.7896,9.846,190.8615,89.50912,0.54749006,8.363143,unclassified
83357,anomaly,1.4233235933549195e-14,-13.8467,1.0276044714917258e-12,-11.9882,6.445233143792014e-13,-12.1908,4.979653887929283e-14,-13.3028,1.4505310252351913e-13,-12.8385,0.9727,-0.2291,-0.8566,0.4889,1.748,0.2425,25.645,135.25314,80.44474,0.5463676,8.343971,extreme_variable
89063,anomaly,5.039152957583637e-13,-12.2976,3.5459377741474404e-13,-12.4503,1.600098350942661e-13,-12.7959,9.90150663907529e-13,-12.0043,1.5409355622946673e-12,-11.8122,-0.1739,-0.3781,0.7218,0.2176,1.384,0.1411,17.904,254.41303,-16.79002,0.5456755,8.33215,extreme_variable
9085,anomaly,4.917300616791546e-13,-12.3083,6.153848206034987e-13,-12.2109,3.310916419783683e-13,-12.4801,2.7595448333809408e-12,-11.5592,1.8761900763448623e-12,-11.7267,0.1117,-0.3004,0.7857,-0.1906,2.917,0.465,25.094,160.48152,-52.36139,0.5453039,8.325803,extreme_variable
54173,anomaly,2.809762627692115e-14,-13.5513,2.7453307333348937e-14,-13.5614,2.221831345742071e-15,-14.6533,2.5404467652696377e-14,-13.5951,7.050046474076299e-14,-13.1518,-0.0116,-0.8503,0.8392,0.4702,1.878,0.2737,23.202,172.14068,-61.33186,0.54523253,8.324584,compton_thick_candidate
40286,xrb,4.0663080158807307e-14,-13.3908,4.066480707612948e-14,-13.3908,1.2755569928120204e-13,-12.8943,8.091258326282327e-14,-13.092,1.8894949967603484e-14,-13.7237,0.0,0.5165,-0.2237,-0.6214,0.167,-0.7767,11.07,16.99592,66.36505,0.5408584,8.249874,extreme_variable
78067,anomaly,6.272999249338558e-12,-11.2025,8.553016349353702e-13,-12.0679,4.2715650503235795e-13,-12.3694,1.325799751412333e-12,-11.8775,6.881254783421515e-13,-12.1623,-0.76,-0.3338,0.5126,-0.3166,0.018,-1.0,27.223,184.48334,20.66477,0.53929055,8.223096,extreme_variable
68759,anomaly,5.622941762688348e-13,-12.25,1.787005271340002e-13,-12.7479,2.7661999402550323e-14,-13.5581,3.719336705313537e-13,-12.4295,4.157876252955335e-13,-12.3811,-0.5177,-0.7319,0.8616,0.0557,2.229,0.348,13.621,121.52409,43.82057,0.539279,8.2228985,super_soft_source
85545,anomaly,1.097313933207694e-14,-13.9597,1.2202706411591116e-14,-13.9135,1.1399986407161051e-13,-12.9431,6.5015130523560006e-15,-14.187,5.451238140878095e-13,-12.2635,0.0531,0.8066,-0.8921,0.9764,2.801,0.4472,25.336,285.45307,81.84626,0.5387863,8.214483,ultra_hard_spectrum
37709,anomaly,4.4353643898420603e-13,-12.3531,1.2923515181419666e-12,-11.8886,3.28546580313988e-12,-11.4834,4.6544692392431174e-14,-13.3321,6.618553079448375e-13,-12.1792,0.489,0.4354,-0.9721,0.8686,0.708,-0.1501,15.199,298.05993,51.39911,0.5376767,8.195531,extreme_variable
20915,anomaly,5.032865285629362e-14,-13.2982,6.841227708873376e-13,-12.1649,1.0415024565289692e-13,-12.9823,2.3020897365575355e-14,-13.6379,1.4567149860801498e-13,-12.8366,0.8629,-0.7358,-0.638,0.7271,2.382,0.377,20.864,183.11766,-75.82696,0.5324157,8.105674,extreme_variable
17952,anomaly,8.617659181749833e-14,-13.0646,4.3910066444885696e-13,-12.3574,5.2725381414036686e-14,-13.278,5.595660227951983e-14,-13.2521,1.7962765149300188e-13,-12.7456,0.6719,-0.7856,0.0297,0.525,1.447,0.1603,10.668,356.05637,-39.95506,0.530463,8.072322,extreme_variable
7877,agn,1.1195998094704273e-16,-15.9509,6.761950552372343e-16,-15.1699,4.085554559692195e-14,-13.3887,3.090383416899448e-14,-13.51,2.3065357175954068e-14,-13.637,0.7159,0.9674,-0.1387,-0.1452,0.254,-0.5946,0.261,270.89776,52.51472,0.5270994,8.014872,unclassified
88235,anomaly,3.857485544516017e-13,-12.4137,1.1106620270703786e-14,-13.9544,2.1751420581288438e-13,-12.6625,2.904476188017419e-14,-13.5369,5.179551373730776e-13,-12.2857,-0.944,0.9028,-0.7644,0.8938,0.899,-0.0463,25.685,39.31066,-9.5762,0.526968,8.012628,extreme_variable
94697,anomaly,9.119056322903623e-12,-11.0401,1.3418593709286532e-11,-10.8723,3.64044973750531e-12,-11.4388,2.44156001309074e-13,-12.6123,8.074437270493876e-12,-11.0929,0.1908,-0.5732,-0.8743,0.9413,0.367,-0.4356,16.05,26.28798,-56.83445,0.52671844,8.008366,extreme_variable
57056,anomaly,1.0413824826539414e-12,-11.9824,1.057238772295438e-12,-11.9758,2.9399603771414895e-13,-12.5317,7.109105677394521e-13,-12.1482,2.227311035092477e-12,-11.6522,0.0076,-0.5648,0.4149,0.5161,2.547,0.406,16.027,120.91443,78.02941,0.5266039,8.006409,extreme_variable
39917,anomaly,7.42720128430513e-12,-11.1292,6.643916933149899e-12,-11.1776,4.960298227773586e-12,-11.3045,1.5189697327674995e-13,-12.8185,5.1605381598708814e-12,-11.2873,-0.0557,-0.1451,-0.9406,0.9428,0.829,-0.0816,12.808,2.8631,54.80075,0.526415,8.003182,extreme_variable
11557,anomaly,2.4633526074931074e-13,-12.6085,2.3392324108328285e-12,-11.6309,2.8936579643124346e-13,-12.5386,1.125776894637883e-12,-11.9485,5.882290380241339e-12,-11.2305,0.8095,-0.7798,0.591,0.6787,0.526,-0.2788,17.753,197.77206,88.98708,0.52625674,8.00048,compton_thick_candidate
78476,anomaly,7.010334292911669e-12,-11.1543,9.329246967554975e-12,-11.0302,1.523287441763268e-12,-11.8172,4.803942358052947e-12,-11.3184,2.1626524696093e-12,-11.665,0.1419,-0.7193,0.5185,-0.3791,1.67,0.2228,14.984,240.05556,24.57085,0.52432954,7.967563,extreme_variable
97341,anomaly,3.069421008748562e-13,-12.5129,5.979871774594935e-13,-12.2233,1.9833797342507362e-13,-12.7026,1.6598649608722958e-12,-11.7799,3.4119176177895422e-12,-11.467,0.3216,-0.5019,0.7865,0.3455,1.543,0.1884,18.907,114.28741,-57.17328,0.52408934,7.9634604,compton_thick_candidate
83701,anomaly,6.814228166787489e-14,-13.1666,4.958704279835037e-14,-13.3046,4.1632355437704036e-14,-13.3806,1.2337917092230006e-13,-12.9088,2.688069406832653e-13,-12.5706,-0.1576,-0.0872,0.4954,0.3708,0.642,-0.1928,14.981,241.0012,87.50104,0.5233059,7.9500794,extreme_variable
61761,anomaly,6.6922832510926025e-15,-14.1744,5.682844456903545e-14,-13.2454,1.5864858596666252e-14,-13.7996,9.981456297233716e-15,-14.0008,7.672796172939928e-14,-13.115,0.7893,-0.5635,-0.2276,0.7698,2.678,0.4279,20.609,137.61549,-82.36839,0.5224433,7.935346,ultra_hard_spectrum
62528,anomaly,1.9141908918493842e-13,-12.718,6.913108698746988e-13,-12.1603,8.337822378308834e-13,-12.0789,7.381779153590391e-13,-12.1318,1.9357863315525485e-13,-12.7131,0.5663,0.0934,-0.0608,-0.5845,0.118,-0.9266,24.835,83.37392,-45.22147,0.5213959,7.917457,extreme_variable
65395,agn,1.2733299206015622e-15,-14.8951,5.614285086300191e-15,-14.2507,3.6705919338787825e-13,-12.4353,2.2996988007109487e-13,-12.6383,1.1987546716338241e-13,-12.9213,0.6303,0.9699,-0.2296,-0.3147,0.275,-0.5609,2.123,168.29612,-71.30661,0.5209884,7.9104967,unclassified
30687,anomaly,7.016586021634617e-14,-13.1539,2.6672432003184835e-13,-12.5739,2.2377879380157256e-14,-13.6502,8.908217748740205e-13,-12.0502,3.635563399378927e-13,-12.4394,0.5834,-0.8452,0.951,-0.4203,1.282,0.1078,12.302,350.98422,-84.81401,0.5209305,7.909508,extreme_variable
31964,anomaly,1.8359963501134616e-12,-11.7361,1.0394595900247194e-11,-10.9832,7.376897293591137e-12,-11.1321,2.825008839177643e-12,-11.549,2.2838746601010436e-11,-10.6413,0.6998,-0.1698,-0.4462,0.7798,2.29,0.3599,13.437,19.43814,46.37829,0.51891357,7.8750587,ultra_hard_spectrum
46308,anomaly,1.0300645870472072e-12,-11.9871,1.0988982043547648e-11,-10.959,7.166184705911171e-12,-11.1447,4.782862447377152e-12,-11.3203,2.4944882092801112e-11,-10.603,0.8286,-0.2106,-0.1995,0.6782,0.626,-0.2032,10.646,348.88188,-31.83119,0.51877344,7.8726654,ultra_hard_spectrum
81399,anomaly,4.320653691035766e-13,-12.3645,1.6071984861678919e-13,-12.7939,1.810022484858532e-13,-12.7423,1.8451866524160284e-12,-11.734,1.0451927549126015e-12,-11.9808,-0.4577,0.0594,0.8213,-0.2768,0.033,-1.0,13.491,3.99912,48.83596,0.51799965,7.8594494,extreme_variable
50083,anomaly,5.635999283698049e-14,-13.249,2.8446943414018616e-14,-13.546,7.310884168769133e-15,-14.136,1.7134794677500106e-14,-13.7661,8.239020375531161e-14,-13.0841,-0.3291,-0.5911,0.4019,0.6557,1.908,0.2805,16.782,127.71589,-83.15895,0.5179324,7.8583007,extreme_variable
80882,anomaly,2.584320887003329e-13,-12.5877,4.118616940968146e-13,-12.3852,5.668372785310762e-14,-13.2465,2.028337362349938e-13,-12.6929,8.426163840219545e-14,-13.0744,0.2289,-0.758,0.5632,-0.413,0.031,-1.0,29.79,143.37387,-71.69737,0.51619774,7.828673,extreme_variable
2851,anomaly,5.241068481988256e-13,-12.2806,4.902339190992162e-14,-13.3096,1.3045905842611662e-13,-12.8845,9.228792657966178e-15,-14.0349,1.430785501730172e-13,-12.8444,-0.8289,0.4537,-0.8679,0.8788,1.61,0.2069,27.069,254.7297,28.25867,0.51595014,7.824444,extreme_variable
20908,xrb,1.3590770895482724e-14,-13.8668,1.422133241261498e-14,-13.8471,5.032803211749224e-14,-13.2982,3.0981069036277777e-14,-13.5089,1.931949591050792e-14,-13.714,0.0227,0.5594,-0.2379,-0.2318,0.807,-0.0929,10.219,13.45502,81.36035,0.51555043,7.817617,extreme_variable
94913,xrb,1.2371835452897802e-13,-12.9076,1.1663676663516986e-13,-12.9332,3.8425407062075754e-13,-12.4154,1.853183927391789e-13,-12.7321,1.512762412434326e-13,-12.8202,-0.0295,0.5343,-0.3493,-0.1011,0.898,-0.0469,6.634,345.23839,-63.32252,0.51472914,7.8035893,unclassified
62064,anomaly,4.826976192899829e-13,-12.3163,7.085700889391901e-14,-13.1496,5.700383652921629e-13,-12.2441,2.086460117488082e-13,-12.6806,1.607230602011142e-13,-12.7939,-0.744,0.7789,-0.4641,-0.1297,0.07,-1.0,26.601,271.06168,20.76988,0.51398927,7.790952,extreme_variable
40444,anomaly,1.5598227312533946e-12,-11.8069,1.085149772929866e-13,-12.9645,1.8354104803741702e-12,-11.7363,1.0914137824567297e-12,-11.962,1.4624037994192971e-13,-12.8349,-0.8699,0.8884,-0.2542,-0.7637,0.426,-0.3707,19.212,55.33714,-42.48159,0.5134967,7.7825394,extreme_variable
87537,anomaly,6.534726886173741e-15,-14.1848,5.956392558819022e-14,-13.225,3.638899847347444e-14,-13.439,4.99146403999628e-15,-14.3018,9.769477201823173e-15,-14.0101,0.8023,-0.2415,-0.7588,0.3237,0.55,-0.2596,26.424,221.34125,-43.94879,0.5125259,7.7659583,extreme_variable
16670,anomaly,1.606226691261405e-12,-11.7942,2.134777985119965e-11,-10.6706,2.9697137548797804e-12,-11.5273,3.3363233148120014e-11,-10.4767,3.320489844778943e-11,-10.4788,0.86,-0.7558,0.8365,-0.0024,0.36,-0.4438,13.175,231.61903,-65.00113,0.51207364,7.7582335,extreme_variable
66937,anomaly,7.144218109174042e-13,-12.146,6.21476685706475e-13,-12.2066,2.0250033781979968e-13,-12.6936,8.822050036449414e-13,-12.0544,9.884903382970052e-13,-12.005,-0.0696,-0.5085,0.6266,0.0568,2.614,0.4173,22.854,141.68139,-10.62285,0.51189,7.755097,extreme_variable
75916,anomaly,4.34828996092774e-13,-12.3617,1.1807110332239156e-12,-11.9279,2.337985319499169e-13,-12.6312,5.431661877826791e-13,-12.2651,7.004699210121699e-13,-12.1546,0.4617,-0.6694,0.3982,0.1265,2.152,0.3328,10.823,4.56133,-87.83517,0.5118652,7.7546735,extreme_variable
17073,anomaly,1.7903249801937308e-12,-11.7471,3.837227113598302e-12,-11.416,9.423999780980544e-13,-12.0258,3.8605847750030315e-13,-12.4133,2.1861906853454975e-11,-10.6603,0.3637,-0.6057,-0.4188,0.9653,1.855,0.2683,15.918,146.58757,59.50938,0.51170725,7.7519755,ultra_hard_spectrum
20478,anomaly,1.1244217400023088e-12,-11.9491,1.2274876357265037e-12,-11.911,6.197101257122485e-13,-12.2078,2.1411885168061072e-12,-11.6693,5.87892649810456e-13,-12.2307,0.0438,-0.329,0.5511,-0.5692,0.544,-0.2642,29.46,354.16982,-28.7486,0.51093274,7.738747,extreme_variable
20719,anomaly,4.746019801961386e-12,-11.3237,7.7787883756559e-12,-11.1091,2.2336222746070985e-12,-11.651,1.7309228919752453e-12,-11.7617,1.6405852476488624e-11,-10.785,0.2421,-0.5538,-0.1268,0.8091,1.101,0.0417,11.116,349.38808,61.94065,0.5077938,7.685134,extreme_variable
91458,anomaly,6.759412933960053e-14,-13.1701,6.1493430771970755e-15,-14.2112,1.4332160041285733e-14,-13.8437,8.938826938085364e-15,-14.0487,1.1513251204927135e-15,-14.9388,-0.8332,0.3995,-0.2318,-0.7718,2.334,0.3681,25.401,33.57375,-67.4965,0.5074687,7.6795816,extreme_variable
53571,xrb,5.272297842467957e-13,-12.278,4.702751990318716e-13,-12.3276,7.356246795188199e-13,-12.1333,1.361145625250923e-12,-11.8661,6.405903098174257e-13,-12.1934,-0.0571,0.22,0.2983,-0.36,0.737,-0.1328,11.952,260.60312,-8.47525,0.50687814,7.6694946,extreme_variable
48728,xrb,7.124387444529175e-13,-12.1473,6.664308230225535e-13,-12.1762,2.058197473903187e-12,-11.6865,7.959607921949031e-13,-12.0991,9.15758881904733e-13,-12.0382,-0.0334,0.5108,-0.4422,0.07,0.521,-0.2829,5.309,110.47899,81.76107,0.506545,7.663805,unclassified
31982,anomaly,9.214511769969617e-15,-14.0355,1.1124093763550342e-13,-12.9537,5.842360777402396e-15,-14.2334,1.2734636974948227e-14,-13.895,1.909483245448403e-14,-13.7191,0.847,-0.9002,0.371,0.1998,0.018,-1.0,19.393,336.86616,-31.6477,0.50602865,7.654986,extreme_variable
70491,anomaly,6.02138588399741e-13,-12.2203,3.0079727420406074e-13,-12.5217,1.9244038464021858e-13,-12.7157,1.447663334556102e-12,-11.8393,2.3237924199550805e-13,-12.6338,-0.3337,-0.2197,0.7653,-0.7234,2.137,0.3299,11.874,270.85883,-56.31303,0.5058665,7.6522164,extreme_variable
19164,anomaly,3.664404377087069e-12,-11.436,4.683018833222388e-12,-11.3295,1.929470254825553e-12,-11.7146,8.426114916104803e-12,-11.0744,1.015738612185818e-11,-10.9932,0.122,-0.4164,0.6274,0.0932,2.988,0.4754,19.766,220.9328,11.67793,0.50538445,7.643983,extreme_variable
79696,anomaly,3.254132242644015e-12,-11.4876,9.979831166147293e-13,-12.0009,2.1486641154071113e-13,-12.6678,6.965428111384934e-13,-12.1571,1.804974671013168e-12,-11.7435,-0.5306,-0.6457,0.5285,0.4431,2.201,0.3427,11.508,5.36222,84.63626,0.5052969,7.642487,super_soft_source
67934,anomaly,9.677955156451002e-12,-11.0142,2.021556130575272e-12,-11.6943,7.497311369186986e-12,-11.1251,1.1393584453187373e-11,-10.9433,1.8544288825151943e-12,-11.7318,-0.6544,0.5753,0.2063,-0.72,1.846,0.2663,20.579,14.22034,18.48197,0.50516665,7.6402626,extreme_variable
44170,anomaly,1.5663778763521183e-14,-13.8051,5.769122366157125e-15,-14.2389,3.854316333110549e-14,-13.4141,9.704322641683581e-15,-14.013,5.058502448083981e-14,-13.296,-0.4617,0.7396,-0.5977,0.6781,0.375,-0.4263,29.891,188.81638,-23.55004,0.504643,7.6313195,extreme_variable
76327,anomaly,1.9020934840190128e-13,-12.7208,2.4011972593145646e-12,-11.6196,6.138294335489869e-13,-12.212,1.2217229809059802e-12,-11.913,3.60776783956094e-12,-11.4428,0.8532,-0.5928,0.3312,0.4941,0.188,-0.7253,13.225,254.29266,18.8301,0.50334436,7.609138,extreme_variable
9856,anomaly,9.519679879087634e-13,-12.0214,7.472359367325694e-13,-12.1265,3.11244593431496e-13,-12.5069,1.3240893161201748e-12,-11.8781,1.683505118879569e-12,-11.7738,-0.1205,-0.4119,0.6194,0.1195,1.02,0.0085,17.236,202.67633,47.17751,0.5024787,7.594353,extreme_variable
88920,anomaly,3.9887404915952877e-13,-12.3992,3.1854069901204905e-13,-12.4968,5.1161847856673946e-14,-13.2911,1.0601115046270012e-13,-12.9746,1.790323679211348e-13,-12.7471,-0.112,-0.7232,0.349,0.2562,2.059,0.3136,10.136,159.82,38.3811,0.5021204,7.5882325,extreme_variable
4885,anomaly,1.893980684889586e-12,-11.7226,1.1226095504653833e-13,-12.9498,1.1479876659564734e-12,-11.9401,9.616722088703712e-14,-13.017,2.4266054907712686e-13,-12.615,-0.8881,0.8218,-0.8454,0.4324,1.139,0.0566,10.701,49.86238,71.32895,0.5009686,7.56856,extreme_variable
66326,anomaly,6.568522571761258e-14,-13.1825,1.6293724612123265e-12,-11.788,1.139151706074317e-12,-11.9434,3.5467850428780516e-13,-12.4502,1.0840400960833686e-12,-11.965,0.9225,-0.1771,-0.5251,0.507,2.192,0.3408,12.274,32.17077,33.60844,0.5002284,7.555918,ultra_hard_spectrum
6562,anomaly,6.167078432842426e-13,-12.2099,3.180665838807512e-13,-12.4975,3.773551926890582e-14,-13.4232,7.873157735072579e-14,-13.1039,1.8171623297844776e-13,-12.7406,-0.3195,-0.7879,0.352,0.3954,2.397,0.3797,14.909,136.08538,-74.24431,0.4994143,7.542013,extreme_variable
51541,anomaly,3.6159689076301856e-12,-11.4418,2.3899811581743145e-12,-11.6216,1.0590455291408811e-12,-11.9751,2.969982129836409e-12,-11.5272,2.3346293364699515e-12,-11.6318,-0.2041,-0.3859,0.4743,-0.1198,1.912,0.2815,26.985,108.49672,22.94598,0.498593,7.5279856,extreme_variable
70690,xrb,4.2984769775974895e-15,-14.3667,7.832125605029172e-15,-14.1061,2.3114624385064808e-14,-13.6361,7.943855938232177e-15,-14.1,1.0065523251765063e-14,-13.9972,0.2913,0.4938,-0.4885,0.1178,0.645,-0.1903,11.675,86.97815,33.93366,0.49846703,7.525834,extreme_variable
57026,anomaly,6.181797170909733e-13,-12.2089,4.917944377673772e-14,-13.3082,2.584279017122696e-13,-12.5877,2.1461286571060276e-13,-12.6683,4.053377574310879e-14,-13.3922,-0.8526,0.6802,-0.0926,-0.6823,0.253,-0.5963,29.576,198.148,-77.62079,0.49741894,7.5079327,extreme_variable
