recon_error,ir_error_frac,label,predicted
0.05933623,0.46508145,normal,normal
0.01900777,0.23848037,normal,normal
0.003955706,0.0416189,normal,normal
0.019130426,0.09663104,normal,normal
0.0109265605,0.08341191,normal,normal
0.033711903,0.32754698,normal,normal
0.0122467335,0.5701228,normal,normal
0.0016916214,0.59953845,normal,normal
0.014269592,0.6158239,normal,normal
0.0022060028,0.44472176,normal,normal
0.0070049968,0.049377784,normal,normal
0.0023512102,0.39813626,normal,normal
0.010703746,0.5122102,normal,normal
0.05155977,0.40661007,normal,normal
0.006765149,0.12405452,normal,normal
0.0049916552,0.35415873,normal,normal
0.0071293013,0.39343658,normal,normal
0.006232321,0.18948084,normal,normal
0.002106788,0.19470504,normal,normal
0.0060039936,0.051402517,normal,normal
0.0234181,0.46113583,normal,normal
0.0025983346,0.066574134,normal,normal
0.003638097,0.6464161,normal,normal
0.010132277,0.4957121,normal,normal
0.0399611,0.4337003,normal,normal
0.006971493,0.561769,normal,normal
0.008533948,0.020352941,normal,normal
0.041849956,0.5488616,normal,normal
0.019705342,0.5660435,normal,normal
0.003565083,0.56075853,normal,normal
0.007626004,0.64297354,normal,normal
0.030751368,0.4348905,normal,normal
0.045837566,0.5520484,normal,normal
0.0024356092,0.28520665,normal,normal
0.013159194,0.46802887,normal,normal
0.01493183,0.5319836,normal,normal
0.0049280683,0.629814,normal,normal
0.013488819,0.5210543,normal,normal
0.0071120104,0.5715279,normal,normal
0.0014238071,0.4697176,normal,normal
0.00901204,0.5736692,normal,normal
0.026485078,0.4403026,normal,normal
0.04009579,0.5360198,normal,normal
0.026205502,0.5892425,normal,normal
0.0029566411,0.47749177,normal,normal
0.036900077,0.49324027,normal,normal
0.025297085,0.5787274,normal,normal
0.014470605,0.40428823,normal,normal
0.00067056844,0.23087604,normal,normal
0.0091563035,0.41086063,normal,normal
0.006312448,0.11431696,normal,normal
0.01276573,0.2852949,normal,normal
0.021105848,0.5354952,normal,normal
0.0140000535,0.48053536,normal,normal
0.052262362,0.46079507,normal,normal
0.0011103695,0.1557719,normal,normal
0.023430917,0.5473258,normal,normal
0.0047735926,0.4890752,normal,normal
0.0024131744,0.6803232,normal,normal
0.049785033,0.5214474,normal,normal
0.04738819,0.5348706,normal,normal
0.005283608,0.6265819,normal,normal
0.031284805,0.5589845,normal,normal
0.046818707,0.5402433,normal,normal
0.007959763,0.035155103,normal,normal
0.04255221,0.124128565,normal,normal
0.002065194,0.043326292,normal,normal
0.06981549,0.5717083,normal,normal
0.049855534,0.4947068,normal,normal
0.01347976,0.27028894,normal,normal
0.031713635,0.5897358,normal,normal
0.004333081,0.3349449,normal,normal
0.0060447264,0.63998777,normal,normal
0.046260238,0.5445257,normal,normal
0.0053312657,0.20876217,normal,normal
0.013829791,0.04825499,normal,normal
0.05141557,0.5207394,normal,normal
0.001634246,0.6219951,normal,normal
0.00024190197,0.21268784,normal,normal
0.002215056,0.073942214,normal,normal
0.0043369634,0.6207514,normal,normal
0.0020879968,0.07600457,normal,normal
0.020200659,0.19261496,normal,normal
0.00010825721,0.124586724,normal,normal
0.0009913505,0.60462296,normal,normal
0.005878282,0.1953428,normal,normal
0.0027003118,0.11507835,normal,normal
0.025489915,0.4021715,normal,normal
0.027616106,0.38965738,normal,normal
0.010044879,0.5034781,normal,normal
0.0035450885,0.49740776,normal,normal
0.015100366,0.55110264,normal,normal
0.072681956,0.053604398,normal,normal
0.006316654,0.49859732,normal,normal
0.001478525,0.02548379,normal,normal
0.036569495,0.5477873,normal,normal
0.00097642955,0.1064289,normal,normal
0.016192766,0.4049861,normal,normal
0.032507602,0.5034281,normal,normal
0.0045852824,0.46942887,normal,normal
0.011351184,0.034456186,normal,normal
0.011411137,0.59408045,normal,normal
0.03512352,0.6153227,normal,normal
0.002496328,0.047329307,normal,normal
0.019666452,0.6191843,normal,normal
0.031963296,0.16153482,normal,normal
0.007872316,0.29179594,normal,normal
0.0033502835,0.20847303,normal,normal
0.034556493,0.44053078,normal,normal
0.004195555,0.6693318,normal,normal
0.013224546,0.42154258,normal,normal
0.0058568846,0.4006073,normal,normal
0.014017934,0.6397349,normal,normal
0.0033472045,0.2774856,normal,normal
0.04335987,0.4467048,normal,normal
0.018043892,0.38238934,normal,normal
0.014747529,0.08681821,normal,normal
0.005315041,0.054372396,normal,normal
0.021759558,0.4603418,normal,normal
0.009799606,0.45050973,normal,normal
0.014837554,0.2797291,normal,normal
0.0062363115,0.52265906,normal,normal
0.020226479,0.62002635,normal,normal
0.0007738116,0.511585,normal,normal
0.0008568723,0.3472172,normal,normal
0.0015850046,0.5463533,normal,normal
0.007573964,0.42750424,normal,normal
0.0006029572,0.10508137,normal,normal
0.005556511,0.1221861,normal,normal
0.0036417057,0.010032309,normal,normal
0.0020551223,0.4306848,normal,normal
0.012074902,0.14981991,normal,normal
0.0031159644,0.19056274,normal,normal
0.0046312693,0.046671826,normal,normal
0.023015,0.44740513,normal,normal
0.01581537,0.41988865,normal,normal
0.013198059,0.18954656,normal,normal
0.0023816382,0.117708944,normal,normal
0.005566299,0.01722857,normal,normal
0.010058497,0.51726663,normal,normal
0.018542241,0.54039145,normal,normal
0.044464912,0.51390547,normal,normal
0.06242615,0.44046727,normal,normal
0.0043494278,0.68787134,normal,normal
0.0020125734,0.1947659,normal,normal
0.009082915,0.23810396,normal,normal
0.012555475,0.50452995,normal,normal
0.026762852,0.5683644,normal,normal
0.017495118,0.35699582,normal,normal
0.0019588417,0.6653157,normal,normal
0.016206512,0.5986759,normal,normal
0.0021389225,0.31921852,normal,normal
0.003287586,0.49239656,normal,normal
0.0035189218,0.55753386,normal,normal
0.02422733,0.5249742,normal,normal
0.011478877,0.50777835,normal,normal
0.006878049,0.36025274,normal,normal
0.013273448,0.4352996,normal,normal
0.121417455,0.600437,normal,normal
0.037870027,0.62531215,normal,normal
0.0009094749,0.47589192,normal,normal
8.854562,0.961892,agb,agb
0.020669919,0.52671784,normal,normal
0.013735794,0.44400287,normal,normal
0.034948032,0.48171228,normal,normal
0.0014606958,0.11300687,normal,normal
0.002228907,0.7062647,normal,normal
0.011834315,0.3824764,normal,normal
0.009574459,0.25294065,normal,normal
0.009929289,0.50509053,normal,normal
0.0050112377,0.18166909,normal,normal
0.001308402,0.45766905,normal,normal
0.0070243925,0.1390626,normal,normal
0.0062239743,0.6752229,normal,normal
0.025504498,0.37070802,normal,normal
0.020221194,0.33910456,normal,normal
0.014227605,0.4467847,normal,normal
0.02126166,0.513795,normal,normal
0.0034332788,0.44447833,normal,normal
0.015193913,0.13652545,normal,normal
0.004235905,0.3026101,normal,normal
0.0055229906,0.4687081,normal,normal
0.020134108,0.563434,normal,normal
0.011021623,0.5779842,normal,normal
0.0047840383,0.60985816,normal,normal
0.015222514,0.04925238,normal,normal
0.0022436806,0.1255072,normal,normal
0.008387609,0.50542843,normal,normal
0.0019368087,0.05648022,normal,normal
0.0049545164,0.49159187,normal,normal
0.00019426475,0.29634097,normal,normal
0.00011705951,0.3039894,normal,normal
0.00044705987,0.13849124,normal,normal
0.002283526,0.53970635,normal,normal
0.0032682966,0.14507054,normal,normal
0.004660067,0.06639581,normal,normal
0.015409583,0.18518037,normal,normal
0.0037023579,0.6517872,normal,normal
0.07034608,0.5532039,normal,normal
0.01369475,0.64415973,normal,normal
0.0049169613,0.09254325,normal,normal
0.005274038,0.587132,normal,normal
0.0054751188,0.16462313,normal,normal
0.009681666,0.14922626,normal,normal
0.014911824,0.57247776,normal,normal
0.012704199,0.3510784,normal,normal
0.009214147,0.5119822,normal,normal
0.0002356149,0.8068704,normal,normal
0.012853519,0.5932423,normal,normal
0.009763622,0.094362505,normal,normal
0.01536174,0.345786,normal,normal
0.007245235,0.6746896,normal,normal
0.005314166,0.41884154,normal,normal
0.0047978256,0.57042104,normal,normal
0.0013529325,0.2776279,normal,normal
0.020701023,0.6272906,normal,normal
0.06398862,0.56111056,normal,normal
0.015037758,0.110502124,normal,normal
0.0022573916,0.58364266,normal,normal
0.003238971,0.4965168,normal,normal
0.004526007,0.47747433,normal,normal
0.033629294,0.6245456,normal,normal
0.017946482,0.56681764,normal,normal
0.01684604,0.27145603,normal,normal
0.007977429,0.54677814,normal,normal
0.0024951133,0.2470978,normal,normal
0.0054305894,0.65206516,normal,normal
0.0046637165,0.6613633,normal,normal
0.0056958203,0.5127441,normal,normal
0.00016670475,0.2901794,normal,normal
0.008334874,0.10357529,normal,normal
0.011021416,0.38919473,normal,normal
0.036549106,0.22443756,normal,normal
0.0046759797,0.06005276,normal,normal
0.055028412,0.56358826,normal,normal
0.0114470525,0.4061777,normal,normal
0.011467382,0.051199276,normal,normal
0.008003586,0.21736926,normal,normal
0.0020584033,0.11134868,normal,normal
0.003593844,0.030015497,normal,normal
0.0072613684,0.1230502,normal,normal
0.019981524,0.55308044,normal,normal
0.00065680355,0.21074258,normal,normal
0.009012351,0.40274417,normal,normal
0.0069887266,0.060114615,normal,normal
0.014392191,0.5512509,normal,normal
0.023062695,0.5278222,normal,normal
0.0046209777,0.49250484,normal,normal
0.013012595,0.23569864,normal,normal
0.0014684139,0.67402,normal,normal
0.0046931794,0.055828698,normal,normal
0.0020829015,0.5135595,normal,normal
0.005120243,0.49295625,normal,normal
0.007283992,0.062397324,normal,normal
0.00090677687,0.5334035,normal,normal
0.001009951,0.0880303,normal,normal
0.011555163,0.17981581,normal,normal
0.0014352708,0.031997774,normal,normal
0.0033470308,0.45910007,normal,normal
0.010532166,0.16753009,normal,normal
0.05784542,0.47553635,normal,normal
0.0021354205,0.1902259,normal,normal
0.013298859,0.45199192,normal,normal
0.0011949609,0.06712872,normal,normal
0.017105514,0.58741444,normal,normal
0.0064719073,0.48435003,normal,normal
0.0075753327,0.32436398,normal,normal
0.013225009,0.38463554,normal,normal
0.0014138515,0.4758076,normal,normal
0.003204287,0.08122112,normal,normal
0.06488261,0.43900108,normal,normal
0.010966071,0.12091136,normal,normal
0.019460259,0.47622523,normal,normal
0.0064260787,0.047965713,normal,normal
0.002469827,0.23072284,normal,normal
0.0069960896,0.16955547,normal,normal
0.027914684,0.64230365,normal,normal
0.062047966,0.59540284,normal,normal
0.0065659005,0.3164295,normal,normal
0.01511977,0.6193191,normal,normal
0.016572006,0.58723766,normal,normal
0.0017793736,0.45740366,normal,normal
0.006368111,0.050633162,normal,normal
0.0023967947,0.45377383,normal,normal
0.0015533061,0.093842275,normal,normal
0.023245234,0.595897,normal,normal
0.069454566,0.5668053,normal,normal
0.011479603,0.5737834,normal,normal
0.04860419,0.60197884,normal,normal
0.0007783197,0.25171208,normal,normal
0.003901986,0.07361672,normal,normal
0.0061419983,0.4418304,normal,normal
0.009764428,0.5277446,normal,normal
0.019163553,0.60716665,normal,normal
0.0014145912,0.2948475,normal,normal
0.016071832,0.25552565,normal,normal
0.007321594,0.20326096,normal,normal
0.01643389,0.5089327,normal,normal
0.0046931724,0.5094307,normal,normal
0.012507051,0.60036504,normal,normal
4.1092687,0.788692,debris_disk,debris_disk
0.021595053,0.528006,normal,normal
0.0050992197,0.5946537,normal,normal
0.00959884,0.14316225,normal,normal
0.007626294,0.32947934,normal,normal
0.021424454,0.5536651,normal,normal
0.01942695,0.48756617,normal,normal
0.012638172,0.39424363,normal,normal
0.0037460008,0.587565,normal,normal
0.032445595,0.5955887,normal,normal
0.04985755,0.47260633,normal,normal
0.03504657,0.6057549,normal,normal
0.030373842,0.3898899,normal,normal
0.0045543993,0.52166253,normal,normal
0.0041997135,0.66275036,normal,normal
0.00091288483,0.37253603,normal,normal
0.031808153,0.27824187,normal,normal
0.03508473,0.51340586,normal,normal
0.009597752,0.6061324,normal,normal
0.010464822,0.59227234,normal,normal
0.013327315,0.56265616,normal,normal
0.031134427,0.5004517,normal,normal
0.07850819,0.6037,normal,normal
0.005711046,0.07653243,normal,normal
0.013335751,0.51099896,normal,normal
0.047269303,0.5330419,normal,normal
0.010303224,0.5236251,normal,normal
0.019006798,0.5952074,normal,normal
0.012153152,0.44510823,normal,normal
0.013309659,0.2824855,normal,normal
0.008078393,0.106265076,normal,normal
0.00083876716,0.17750804,normal,normal
0.025509667,0.4032538,normal,normal
0.0039523277,0.6438425,normal,normal
0.00014974714,0.5646871,normal,normal
0.0008517751,0.22599758,normal,normal
0.006957302,0.5928521,normal,normal
0.031113178,0.0859324,normal,normal
0.0025631436,0.52931166,normal,normal
0.010165479,0.45714623,normal,normal
0.0006947628,0.31442937,normal,normal
0.00024993301,0.23489164,normal,normal
0.0011581025,0.12961793,normal,normal
0.013724769,0.2779803,normal,normal
0.007502641,0.41409075,normal,normal
0.004410244,0.13875043,normal,normal
0.0010763992,0.7638591,normal,normal
0.008648064,0.1952813,normal,normal
0.00666483,0.067741334,normal,normal
0.007911072,0.52519536,normal,normal
0.0029069642,0.14147502,normal,normal
0.017097872,0.46517795,normal,normal
0.013053215,0.071338356,normal,normal
0.070505895,0.34172162,normal,normal
0.0011312624,0.45902464,normal,normal
0.017866122,0.2843857,normal,normal
0.01877976,0.5538034,normal,normal
0.015118589,0.35898632,normal,normal
0.017909672,0.5259034,normal,normal
0.009207593,0.47844368,normal,normal
0.011629093,0.599932,normal,normal
0.0016605511,0.24641678,normal,normal
0.035383753,0.46216905,normal,normal
0.013894717,0.6049269,normal,normal
0.011738837,0.37686846,normal,normal
0.009107295,0.5689658,normal,normal
0.0053045657,0.148198,normal,normal
0.006859071,0.26094007,normal,normal
0.009255889,0.104615726,normal,normal
0.015255817,0.62670326,normal,normal
0.00389944,0.5643657,normal,normal
0.009331354,0.38385934,normal,normal
0.007485057,0.09926401,normal,normal
0.010315612,0.030312173,normal,normal
0.005575768,0.1466082,normal,normal
0.017175999,0.35983604,normal,normal
0.0047061774,0.6185781,normal,normal
0.005303791,0.5382417,normal,normal
0.0015244733,0.28835592,normal,normal
0.017190289,0.39135417,normal,normal
0.027001034,0.36166883,normal,normal
0.014352889,0.18004698,normal,normal
0.014234815,0.6056146,normal,normal
0.0011015126,0.679791,normal,normal
0.00014052441,0.21335322,normal,normal
0.0091152545,0.112614706,normal,normal
0.008042616,0.1015262,normal,normal
0.011764044,0.4306963,normal,normal
0.05146617,0.6169715,normal,normal
0.025506403,0.6227189,normal,normal
0.03189001,0.47271997,normal,normal
0.004374765,0.45338312,normal,normal
0.02469063,0.10421907,normal,normal
0.00145836,0.041072465,normal,normal
0.008224049,0.062355846,normal,normal
0.007944491,0.2529543,normal,normal
0.00059427106,0.3979755,normal,normal
0.0093839,0.4267687,normal,normal
0.0043220464,0.49728185,normal,normal
0.0013404577,0.448742,normal,normal
0.022446057,0.16821629,normal,normal
0.0066082818,0.47896507,normal,normal
0.007883235,0.59156287,normal,normal
0.0018517836,0.59681046,normal,normal
0.037314527,0.27671272,normal,normal
0.022637304,0.63050395,normal,normal
0.000884157,0.030551175,normal,normal
0.03971025,0.5221184,normal,normal
0.035957716,0.5808754,normal,normal
0.008247822,0.053990353,normal,normal
0.0028609245,0.1331723,normal,normal
0.0064687887,0.31568843,normal,normal
0.0022996988,0.19381501,normal,normal
0.00019894574,0.525667,normal,normal
0.008642478,0.081801064,normal,normal
0.0066862064,0.46919608,normal,normal
0.0035713236,0.10144781,normal,normal
0.0022018936,0.42413923,normal,normal
0.036799643,0.5554313,normal,normal
0.11211054,0.58555394,normal,normal
0.010002865,0.48011166,normal,normal
0.0056256643,0.04754436,normal,normal
17.23658,0.58894104,agb,agb
0.0107908435,0.049500942,normal,normal
0.00027311716,0.6590512,normal,normal
0.0195857,0.40360016,normal,normal
0.01317367,0.5290501,normal,normal
0.009634643,0.25620624,normal,normal
0.008533847,0.6445255,normal,normal
0.010523949,0.5214544,normal,normal
0.0149374595,0.58247703,normal,normal
0.036925223,0.5753533,normal,normal
0.0016300261,0.37088916,normal,normal
0.0018985651,0.39242208,normal,normal
0.023751574,0.29730767,normal,normal
0.006966368,0.330881,normal,normal
0.0035139755,0.3148641,normal,normal
0.018782157,0.6193349,normal,normal
0.031065924,0.5488611,normal,normal
0.0019490769,0.20027229,normal,normal
0.0051899403,0.117958836,normal,normal
0.010508557,0.4688805,normal,normal
0.0029088657,0.4157398,normal,normal
0.008706919,0.13419686,normal,normal
0.0003277155,0.22935146,normal,normal
0.006225177,0.454183,normal,normal
0.0021125989,0.32196552,normal,normal
0.029869344,0.28516543,normal,normal
0.00374659,0.70126575,normal,normal
0.0017623751,0.35816815,normal,normal
0.037731193,0.61922204,normal,normal
0.0013858986,0.5161088,normal,normal
0.0039245193,0.019573113,normal,normal
0.0023401983,0.7147466,normal,normal
0.0030025495,0.0766662,normal,normal
0.06239257,0.588103,normal,normal
0.0014894538,0.44212386,normal,normal
0.0012732771,0.39724422,normal,normal
0.035094317,0.19462156,normal,normal
0.0058331336,0.086421005,normal,normal
0.00061784673,0.072148,normal,normal
0.006848842,0.05242451,normal,normal
0.014870783,0.570387,normal,normal
0.009192073,0.1882367,normal,normal
0.01463461,0.416237,normal,normal
0.0005029006,0.3060621,normal,normal
0.0050104964,0.10296936,normal,normal
0.007272949,0.61340886,normal,normal
0.005408374,0.3363779,normal,normal
0.006697608,0.13386784,normal,normal
0.0015995558,0.037096776,normal,normal
0.010252848,0.30241817,normal,normal
0.012202797,0.19094907,normal,normal
0.03221901,0.5623417,normal,normal
0.0037085165,0.03358646,normal,normal
0.0055457554,0.38494182,normal,normal
0.029038997,0.5316824,normal,normal
0.0066349306,0.04625019,normal,normal
0.0046076565,0.15425305,normal,normal
0.005801379,0.025158802,normal,normal
0.004807092,0.05199524,normal,normal
0.0006325616,0.35016534,normal,normal
0.014928728,0.6154117,normal,normal
0.009675948,0.20584254,normal,normal
0.0040850416,0.4465322,normal,normal
0.007019744,0.56625587,normal,normal
0.0035661487,0.45907852,normal,normal
0.009776844,0.047079895,normal,normal
0.01096357,0.41160318,normal,normal
0.0045680488,0.23016515,normal,normal
0.024179922,0.6178317,normal,normal
0.04602852,0.5513391,normal,normal
0.016333412,0.081526205,normal,normal
0.0038027712,0.16025276,normal,normal
0.015307058,0.5340718,normal,normal
37.859543,0.8370062,dyson_candidate,dyson_candidate
0.017953806,0.21464382,normal,normal
0.07152247,0.5164208,normal,normal
0.05352734,0.5359976,normal,normal
0.010523174,0.63274616,normal,normal
0.0030637446,0.025891146,normal,normal
0.0018803461,0.036347892,normal,normal
0.004944049,0.1351266,normal,normal
0.010801504,0.46151993,normal,normal
0.006704318,0.6289762,normal,normal
0.00739815,0.6300118,normal,normal
0.002465493,0.044741444,normal,normal
0.01463904,0.522854,normal,normal
0.018324371,0.6024913,normal,normal
0.0069276365,0.22860616,normal,normal
0.00096574996,0.20871891,normal,normal
0.001041519,0.5849397,normal,normal
0.0011476261,0.21567269,normal,normal
0.042380266,0.5133857,normal,normal
0.010543794,0.6379979,normal,normal
0.0141061405,0.64062774,normal,normal
0.007686631,0.054460254,normal,normal
8.268201e-05,0.6288593,normal,normal
0.0064281365,0.030447122,normal,normal
0.016139122,0.4791667,normal,normal
0.0055865627,0.05680507,normal,normal
0.0044836346,0.095869444,normal,normal
0.00033000598,0.15166245,normal,normal
0.0008038376,0.09141426,normal,normal
0.075659454,0.5519042,normal,normal
0.00044813022,0.07584659,normal,normal
0.0038464372,0.07371197,normal,normal
0.0047642197,0.5420918,normal,normal
0.00081794267,0.31759837,normal,normal
0.0355409,0.49867082,normal,normal
0.0086778365,0.2371973,normal,normal
0.059657708,0.57049197,normal,normal
0.00024305857,0.1436209,normal,normal
0.0021932656,0.06633239,normal,normal
0.003712294,0.13828318,normal,normal
0.0013254338,0.298173,normal,normal
0.0031031708,0.6808018,normal,normal
0.0023328231,0.7338047,normal,normal
0.024900965,0.54905194,normal,normal
0.01790784,0.041768864,normal,normal
0.0015742828,0.11611853,normal,normal
0.016735855,0.5623783,normal,normal
0.00020819713,0.23489442,normal,normal
0.001928299,0.028286325,normal,normal
0.0010328086,0.11512998,normal,normal
0.013809292,0.38145295,normal,normal
0.008211173,0.5770703,normal,normal
0.00032982707,0.63803875,normal,normal
0.009282005,0.42642197,normal,normal
0.0003367178,0.27736038,normal,normal
0.0035860252,0.36778024,normal,normal
0.01480641,0.6003289,normal,normal
0.029586924,0.42985272,normal,normal
0.008814451,0.48708305,normal,normal
0.0041629253,0.08653499,normal,normal
0.00060615316,0.48357335,normal,normal
0.002981957,0.3529114,normal,normal
0.0099066505,0.28706262,normal,normal
0.0117986705,0.3115665,normal,normal
0.008818007,0.5410272,normal,normal
0.006881721,0.15591772,normal,normal
0.0024367052,0.07131436,normal,normal
0.008485026,0.52931327,normal,normal
0.050727434,0.24094658,normal,normal
0.0005835267,0.2740231,normal,normal
0.020631643,0.4628099,normal,normal
0.00023728154,0.63702005,normal,normal
0.006078616,0.2050956,normal,normal
0.0008801505,0.39261162,normal,normal
0.07504776,0.31076443,normal,normal
0.009317825,0.030431716,normal,normal
0.028956182,0.089664556,normal,normal
0.0010855381,0.67043287,normal,normal
0.0011268822,0.5196878,normal,normal
0.00029116898,0.18621996,normal,normal
0.0055555156,0.65114456,normal,normal
0.005431003,0.1834939,normal,normal
0.0056592543,0.0954125,normal,normal
0.013764093,0.43018278,normal,normal
0.016692255,0.27889058,normal,normal
0.011935249,0.5242348,normal,normal
0.01345975,0.5395128,normal,normal
0.0077928933,0.5711035,normal,normal
0.0118010845,0.04845078,normal,normal
0.0054294597,0.1893108,normal,normal
0.00826161,0.45870993,normal,normal
0.014464052,0.33110732,normal,normal
0.0031232801,0.4584544,normal,normal
0.006232354,0.68414474,normal,normal
0.013595495,0.458844,normal,normal
0.008317629,0.041540544,normal,normal
0.0035677059,0.3226875,normal,normal
0.0007241299,0.45137137,normal,normal
0.07062861,0.60351855,normal,normal
0.09900581,0.5947507,normal,normal
0.0025709297,0.4351526,normal,normal
0.08580793,0.5722389,normal,normal
0.017537426,0.5679374,normal,normal
0.02551147,0.23761171,normal,normal
0.00029658552,0.76603884,normal,normal
0.0018025306,0.5563699,normal,normal
0.004696111,0.27487516,normal,normal
0.07720289,0.5961878,normal,normal
0.0013545874,0.75583017,normal,normal
0.0057722097,0.4949681,normal,normal
0.015989533,0.055926677,normal,normal
0.008826841,0.12803183,normal,normal
0.005171888,0.5846042,normal,normal
0.012094204,0.33136567,normal,normal
0.0076995147,0.6261765,normal,normal
0.008647522,0.036375564,normal,normal
0.0053021517,0.57172227,normal,normal
0.0005579709,0.24795379,normal,normal
0.0025584684,0.11793167,normal,normal
0.035022948,0.42255867,normal,normal
0.010447791,0.04992827,normal,normal
0.007560343,0.04871466,normal,normal
0.08222803,0.62245435,normal,normal
0.0023744607,0.025289696,normal,normal
0.0040779416,0.057879344,normal,normal
0.0012703469,0.17342523,normal,normal
0.038880926,0.2843292,normal,normal
0.0038128162,0.090294965,normal,normal
0.008188564,0.6304534,normal,normal
0.028867502,0.44940108,normal,normal
0.0045492724,0.3760718,normal,normal
0.021287777,0.5503324,normal,normal
0.0024220278,0.59394187,normal,normal
0.03181642,0.5050139,normal,normal
0.033137057,0.11588626,normal,normal
0.01230292,0.3340378,normal,normal
0.0053312876,0.5442626,normal,normal
0.008916228,0.045177,normal,normal
0.018360777,0.53517437,normal,normal
0.0036856865,0.7086354,normal,normal
0.0016166009,0.018512279,normal,normal
0.0015202551,0.10814768,normal,normal
0.044372376,0.5628317,normal,normal
0.0011116163,0.4210009,normal,normal
0.023031158,0.53699297,normal,normal
0.006360541,0.14068821,normal,normal
0.0036476725,0.035993923,normal,normal
0.0008617547,0.022803055,normal,normal
0.11140831,0.6287219,normal,normal
0.010831605,0.4062144,normal,normal
0.005582704,0.4121707,normal,normal
0.028386794,0.4751563,normal,normal
0.023075284,0.20515296,normal,normal
0.009783398,0.5173597,normal,normal
0.0002700376,0.7783352,normal,normal
0.0023160595,0.14467165,normal,normal
0.018730799,0.55296886,normal,normal
0.005233332,0.32249817,normal,normal
0.0007312559,0.34714624,normal,normal
0.00082052976,0.48078367,normal,normal
0.014587992,0.5663694,normal,normal
0.0012009783,0.30083147,normal,normal
0.033726655,0.6103958,normal,normal
0.02971742,0.42000374,normal,normal
0.0017422865,0.2027016,normal,normal
0.034694325,0.09337332,normal,normal
0.0013710211,0.18383306,normal,normal
0.0046371296,0.4485808,normal,normal
0.0014692191,0.5388028,normal,normal
0.05307138,0.56773573,normal,normal
0.011175772,0.23069124,normal,normal
0.03196557,0.28214678,normal,normal
0.013838351,0.46345943,normal,normal
0.06973502,0.5942396,normal,normal
0.009668704,0.5041871,normal,normal
0.023954252,0.46573105,normal,normal
0.0027853276,0.6287342,normal,normal
0.0010240055,0.29799342,normal,normal
0.012851014,0.46833986,normal,normal
0.012158964,0.6547475,normal,normal
0.0071114236,0.65177125,normal,normal
0.009095082,0.13182415,normal,normal
0.0009188739,0.10243543,normal,normal
0.0045943293,0.49620128,normal,normal
0.0013818387,0.063558616,normal,normal
0.008521824,0.07140073,normal,normal
0.01893371,0.43850055,normal,normal
0.021314947,0.6092339,normal,normal
0.02725338,0.5220995,normal,normal
0.0005128165,0.43875697,normal,normal
0.0084259305,0.37777546,normal,normal
0.0064786626,0.41085708,normal,normal
0.011467074,0.6588793,normal,normal
0.03354167,0.5118265,normal,normal
0.003035502,0.20427117,normal,normal
0.005680504,0.5138402,normal,normal
0.052941743,0.5827048,normal,normal
0.01170495,0.029474149,normal,normal
0.0033112564,0.65908897,normal,normal
0.005001038,0.1544947,normal,normal
0.016413348,0.21649386,normal,normal
0.028190205,0.39670807,normal,normal
0.0032750093,0.81713974,normal,normal
0.0028118538,0.3852314,normal,normal
0.020858062,0.23718083,normal,normal
0.05272078,0.57767034,normal,normal
0.04176609,0.5423544,normal,normal
0.026086885,0.52258015,normal,normal
0.027411759,0.5915373,normal,normal
0.027867924,0.18631065,normal,normal
0.0029466497,0.3419175,normal,normal
0.014880841,0.057020485,normal,normal
0.009335742,0.52713126,normal,normal
0.0075627123,0.18387069,normal,normal
0.0037700748,0.2242014,normal,normal
0.026324581,0.13663228,normal,normal
0.0072859144,0.6450833,normal,normal
0.006694556,0.6636818,normal,normal
0.05404115,0.5619017,normal,normal
0.0016268386,0.7228641,normal,normal
0.00096695626,0.4144744,normal,normal
0.0065122205,0.08459926,normal,normal
0.011398559,0.4706486,normal,normal
0.0028447753,0.6234845,normal,normal
0.0015920394,0.48244804,normal,normal
0.0045547895,0.2239948,normal,normal
0.027692853,0.56806713,normal,normal
0.013853158,0.54122776,normal,normal
0.016007759,0.5349546,normal,normal
0.009607572,0.1855834,normal,normal
0.0071778297,0.31795663,normal,normal
0.005918837,0.103502594,normal,normal
0.0016466874,0.20001078,normal,normal
0.0142291915,0.40545914,normal,normal
0.016789883,0.3697499,normal,normal
0.0057775984,0.04638836,normal,normal
0.011550564,0.56095445,normal,normal
0.014135556,0.52417594,normal,normal
0.0025236453,0.40834072,normal,normal
0.036006548,0.5939891,normal,normal
0.0031134114,0.6367709,normal,normal
0.013546621,0.5535908,normal,normal
0.04726861,0.56037164,normal,normal
0.0043338495,0.34161597,normal,normal
0.008584782,0.5010995,normal,normal
0.06915493,0.5843463,normal,normal
0.0044423486,0.23554699,normal,normal
0.002113638,0.25281456,normal,normal
0.0029154827,0.06440505,normal,normal
0.015691167,0.5546943,normal,normal
0.009849193,0.5012817,normal,normal
0.03465815,0.6160381,normal,normal
0.020874513,0.5010857,normal,normal
0.0063944235,0.6240449,normal,normal
0.01662188,0.052735254,normal,normal
0.03521432,0.56792027,normal,normal
0.060590826,0.60136086,normal,normal
0.0033319048,0.3000312,normal,normal
0.030166073,0.59499,normal,normal
0.004398751,0.0815333,normal,normal
0.023182433,0.49485272,normal,normal
0.0049467115,0.049736142,normal,normal
0.0032551028,0.48015758,normal,normal
0.040015206,0.5785459,normal,normal
0.008945941,0.066338435,normal,normal
0.030761423,0.65054077,normal,normal
