ra,dec,peak_flux,integrated_flux,flux_ratio,major_axis,minor_axis,axial_ratio,position_angle,spectral_index,type,log_peak_flux,log_integrated_flux,log_flux_ratio,recon_error,error_sigma,radio_class
154.03317,-9.18196,0.6738,63.9965,76.3297,360.856,233.787,0.6479,6.43,-1.246,anomaly,-0.17146899335489862,1.8061562228549572,1.882693555469497,0.5632234,8.386226,giant_diffuse
124.45732,73.82165,14.9361,24.4126,1.8853,6.428,4.955,0.7709,50.07,-0.131,resolved_galaxy,1.1742372126340324,1.38761403527632,0.275380467527434,0.5620753,8.367885,unclassified
117.37681,71.00563,0.8635,1.6797,1.9012,5.016,3.022,0.6024,34.04,-0.096,resolved_galaxy,-0.06373765809652239,0.2252317222146462,0.2790278056227209,0.56014216,8.337002,unclassified
281.96711,42.59378,0.3162,22.9274,73.0563,367.63,279.341,0.7598,171.09,-1.07,anomaly,-0.5000381344038097,1.3603548079059078,1.8636576732102323,0.55460536,8.248549,giant_diffuse
108.04179,24.99688,1.0094,21.4385,20.4808,388.981,298.965,0.7686,146.47,-1.186,anomaly,0.004063300397667094,1.3311943955490801,1.3113469166006606,0.55011684,8.176844,giant_diffuse
75.9562,49.96188,0.4434,26.6346,59.4065,419.89,263.532,0.6276,89.4,-1.468,anomaly,-0.3532043112215306,1.4254461789095774,1.7738339661881173,0.5483939,8.149319,ultra_steep_spectrum
56.69815,-34.19873,0.8333,23.6411,30.0412,442.229,225.51,0.5099,179.69,-1.423,anomaly,-0.07919861817434579,1.3736676800271483,1.4777172766333748,0.5440694,8.080233,ultra_steep_spectrum
291.10047,71.15604,0.8231,77.3565,84.707,390.024,278.851,0.715,102.13,-1.182,anomaly,-0.08454739831152121,1.8884968118366685,1.9279193009535862,0.54294235,8.062228,giant_diffuse
351.16431,-1.84625,0.3931,33.2864,79.7008,372.227,283.68,0.7621,43.96,-1.282,anomaly,-0.40549695617991083,1.5222668277587192,1.9014626806663986,0.53978705,8.011821,giant_diffuse
287.54963,62.72007,0.2238,9.1257,44.3258,375.264,257.261,0.6855,44.43,-1.367,anomaly,-0.6501399178076688,0.9602661875917912,1.6466565825685044,0.538399,7.9896455,ultra_steep_spectrum
299.71036,29.00748,1.0426,81.3486,83.7532,381.575,280.773,0.7358,141.44,-1.631,anomaly,0.01811772059100026,1.9103500831793736,1.9230014093302854,0.53749853,7.975261,ultra_steep_spectrum
98.45567,31.77229,0.1498,11.1023,70.891,411.434,243.581,0.592,120.47,-1.444,anomaly,-0.8244881866365523,1.0454129584114666,1.8505911026239847,0.537328,7.972537,ultra_steep_spectrum
312.41999,-23.67734,3.3199,83.1635,23.318,62.188,4.403,0.0708,11.42,0.022,anomaly,0.5211250023479335,1.9199327586620816,1.3676912979646583,0.5367856,7.963872,jet_candidate
179.64463,-17.59688,0.1256,3.3614,25.3755,415.56,196.992,0.474,57.59,-1.054,anomaly,-0.9010103605988227,0.5265201957352653,1.4044146083636968,0.534546,7.9280934,giant_diffuse
26.37332,-17.52818,4.2402,61.6375,14.4474,15.53,1.364,0.0878,6.2,-1.983,anomaly,0.6273863416983662,1.789845015539194,1.1597896971098003,0.53435487,7.92504,ultra_steep_spectrum
327.57422,41.84048,0.6589,58.503,94.1065,384.574,291.89,0.759,68.05,-1.452,anomaly,-0.18118049245246357,1.767178137023028,1.9736196214786896,0.5319548,7.8866982,ultra_steep_spectrum
233.19798,-28.68569,3.9512,90.0347,20.0196,13.671,1.569,0.1147,2.03,-1.85,anomaly,0.5967290131534918,1.954409921818257,1.3014553958441877,0.53128874,7.876057,ultra_steep_spectrum
178.5575,-0.65809,0.2935,6.3335,21.9603,366.707,239.399,0.6528,113.4,-1.113,anomaly,-0.5323918944163667,0.8016437748849455,1.3416382687222543,0.53072804,7.8671,giant_diffuse
74.94625,14.75361,0.6403,41.445,65.0722,402.31,293.642,0.7299,111.58,-1.441,anomaly,-0.19361649817583243,1.6174721439721926,1.8133954898706135,0.52934486,7.8450027,ultra_steep_spectrum
198.31401,77.38159,0.7908,76.3033,93.2985,499.565,190.879,0.3821,9.21,-1.012,anomaly,-0.10193333935836534,1.8825433209273392,1.969874661463975,0.52738976,7.8137693,giant_diffuse
304.3393,33.10956,0.3335,31.0995,94.1314,314.41,175.274,0.5575,12.5,-2.009,anomaly,-0.4769041617474322,1.4927534067443124,1.9737345179226307,0.5265099,7.799713,ultra_steep_spectrum
250.0484,71.58018,7.0826,18.3931,2.6107,55.029,6.408,0.1164,178.48,-0.49,agn_jet,0.8501927150868054,1.2646549320348557,0.4167569691687459,0.5257951,7.7882943,jet_candidate
340.33072,60.75039,0.3267,15.7971,45.3198,340.568,217.493,0.6386,9.11,-1.105,anomaly,-0.48585086552456264,1.198577367359836,1.6562879846183667,0.5247447,7.7715135,giant_diffuse
306.32292,-17.14766,1.5297,6.2046,3.9328,51.069,17.005,0.333,172.04,-0.527,agn_jet,0.18460626668713603,0.7927137885112537,0.59470186120636,0.5239333,7.758551,unclassified
234.77748,1.90984,0.4088,33.5558,79.7489,431.697,201.438,0.4666,50.67,-0.928,anomaly,-0.3884891128733437,1.5257675972409386,1.9017247014191903,0.52391917,7.758325,giant_diffuse
166.19844,-20.22124,2.3778,19.0429,8.7112,111.646,33.109,0.2966,7.72,-0.403,double_lobe,0.37617532271783327,1.2797330868054386,0.9400779847988496,0.5224279,7.734502,double_lobe_candidate
129.55544,-14.73361,0.1621,18.0368,97.8789,347.355,214.053,0.6162,176.06,-1.655,anomaly,-0.7902169851514851,1.2561594896573967,1.9906890799419654,0.52113986,7.713925,ultra_steep_spectrum
104.62307,53.89615,0.1749,6.9117,45.4137,361.364,207.369,0.5739,125.01,-0.965,anomaly,-0.7572101905213234,0.8395848794748746,1.6571868867087631,0.52088183,7.7098026,giant_diffuse
248.6584,68.21758,0.3639,7.3758,21.7252,425.912,192.393,0.4517,1.23,-1.149,anomaly,-0.43901794441376457,0.867809132005173,1.3369637832103047,0.51994437,7.694826,giant_diffuse
133.32154,37.69991,0.709,28.484,35.4642,352.441,244.672,0.6942,6.51,-1.56,anomaly,-0.1493537648169335,1.4546009770977613,1.5497901674975565,0.5198922,7.693993,ultra_steep_spectrum
330.84093,62.80761,1.2913,25.2836,18.9168,62.594,9.319,0.1489,152.44,-0.433,anomaly,0.11102715102617486,1.4028389109403752,1.2768476722411903,0.51864153,7.674013,jet_candidate
102.20582,30.98542,1.236,8.7912,7.7299,48.837,8.525,0.1746,169.66,-0.447,agn_jet,0.09201847075279702,0.9440481603761509,0.8881738755833821,0.5182633,7.66797,double_lobe_candidate
110.20033,-2.80427,0.4312,43.0299,88.415,366.912,200.487,0.5464,14.25,-1.739,anomaly,-0.3653212478213177,1.6337703367983665,1.9465259512641737,0.517247,7.651735,ultra_steep_spectrum
308.81433,-31.55707,0.1728,11.5287,65.2892,350.837,228.033,0.65,34.69,-1.201,anomaly,-0.7624562618571255,1.0617803381136894,1.814841347150732,0.51686597,7.6456475,giant_diffuse
59.53952,31.29597,0.7019,60.9673,85.1084,395.891,233.403,0.5896,68.22,-1.18,anomaly,-0.15372475758778684,1.7850969622670316,1.9299724260494986,0.5164468,7.638952,giant_diffuse
213.27012,-7.70784,0.2861,29.0591,88.8575,362.806,289.204,0.7971,170.57,-1.763,anomaly,-0.5434821421947373,1.4632821594772656,1.9486940902296532,0.51390535,7.5983505,ultra_steep_spectrum
31.41273,-9.78534,0.5783,27.1224,40.4535,444.639,218.255,0.4909,178.41,-1.368,anomaly,-0.23784680769640534,1.433328116634536,1.6069561023371397,0.51249886,7.575881,ultra_steep_spectrum
4.70242,-3.97348,0.3017,32.814,98.4519,339.406,200.073,0.5895,5.98,-1.679,anomaly,-0.5204246898250116,1.5160591737582825,1.9932241019017987,0.5121635,7.570524,ultra_steep_spectrum
227.04159,31.2156,1.9634,28.8825,14.3144,48.374,3.517,0.0727,150.34,-0.469,anomaly,0.29300878665856483,1.4606347820144312,1.1557731489241414,0.51054347,7.544643,jet_candidate
106.29115,-12.62633,0.208,20.6783,99.7069,410.852,204.462,0.4977,63.72,-1.087,anomaly,-0.6819366650372385,1.3155148317639305,1.9987252137603522,0.50974065,7.531818,giant_diffuse
111.04717,-23.36206,0.1126,3.7191,41.3097,460.882,169.968,0.3688,172.08,-1.002,anomaly,-0.9484616094846725,0.570437855923994,1.6160520410473278,0.50731415,7.4930534,giant_diffuse
184.21824,-27.19649,0.6969,69.681,93.0458,403.905,201.529,0.499,163.3,-1.68,anomaly,-0.15682953548010214,1.8431143746541072,1.968696774264303,0.5063164,7.477114,ultra_steep_spectrum
257.80974,30.78851,0.2357,17.6146,77.4727,491.902,206.649,0.4201,176.76,-1.173,anomaly,-0.6276404174756762,1.2458727854812024,1.8891486918214786,0.5060938,7.473558,giant_diffuse
165.08998,-15.64625,0.1303,11.4368,82.5059,355.209,243.212,0.6847,156.18,-1.506,anomaly,-0.8850555842874153,1.0583045264895314,1.916485006075072,0.5058991,7.470447,ultra_steep_spectrum
180.13673,7.43282,0.5837,11.4184,21.149,340.966,203.021,0.5954,113.86,-0.853,anomaly,-0.23381030668984007,1.0576052527843405,1.3252898372075512,0.50557774,7.4653134,giant_diffuse
267.9902,-14.06117,0.1668,11.3284,55.9692,367.925,204.414,0.5556,15.5,-1.221,anomaly,-0.77780395369828,1.05416857533208,1.747949099330018,0.50542706,7.4629064,giant_diffuse
61.96117,62.95642,35.4746,936.9417,27.5193,10.282,1.415,0.1376,8.54,0.786,anomaly,1.5499175071944264,2.971712568309324,1.4396373826883373,0.50467736,7.4509296,inverted_spectrum
47.04743,47.79662,0.3521,7.0095,22.5563,374.078,258.054,0.6898,120.17,-1.482,anomaly,-0.45333397492981575,0.8456870400799945,1.353267862094634,0.5033381,7.4295344,ultra_steep_spectrum
128.17502,27.48216,0.9281,54.9521,72.813,330.299,214.349,0.649,70.29,-1.921,anomaly,-0.032405227328110235,1.7399842936837193,1.8622089249755776,0.5029576,7.4234557,ultra_steep_spectrum
0.06977,53.62313,0.2276,20.3615,98.4012,339.125,201.525,0.5943,11.67,-1.255,anomaly,-0.6428277422769665,1.3088097686414852,1.9930003946732169,0.5029005,7.422543,giant_diffuse
100.44917,45.18348,0.1203,3.6758,32.9667,392.775,225.213,0.5734,130.46,-1.601,anomaly,-0.9197343726601552,0.565351873426987,1.5180754760021504,0.5026601,7.418703,ultra_steep_spectrum
149.39663,-18.85672,3.8442,102.3153,24.5234,14.217,2.244,0.1578,20.46,-2.033,anomaly,0.5848059743755042,2.0099405819891025,1.3895806819505152,0.50205404,7.409021,ultra_steep_spectrum
303.82289,59.82919,16.0347,189.5724,12.81,50.182,29.668,0.5912,171.06,-1.588,double_lobe,1.2050608389408937,2.2777751083173303,1.1075491297446862,0.50186473,7.405997,ultra_steep_spectrum
57.10967,45.08285,0.7156,70.4287,98.7114,433.812,202.862,0.4676,166.98,-1.072,anomaly,-0.1453296681046646,1.8477496720919326,1.9943673114456668,0.5013232,7.397346,giant_diffuse
188.17485,79.2858,0.1149,2.3707,21.6095,321.532,191.932,0.5969,165.46,-1.243,anomaly,-0.9396799713117148,0.3748765997024031,1.33464471830605,0.4968984,7.326658,giant_diffuse
56.2742,1.25755,0.3056,20.647,62.0209,380.779,298.9,0.785,73.09,-1.496,anomaly,-0.5148466500963477,1.3148569577795712,1.7925380640973367,0.49287868,7.2624407,ultra_steep_spectrum
230.79312,37.67547,42.0152,1125.702,27.7881,75.821,11.921,0.1572,22.11,-0.153,anomaly,1.623406435204958,3.051423437687322,1.4438588530844987,0.49112952,7.2344975,giant_diffuse
273.87932,-4.01279,0.1749,11.8634,67.5142,362.59,260.031,0.7171,48.61,-1.372,anomaly,-0.7572101905213234,1.0742091738195116,1.8293951259133787,0.4897992,7.213245,ultra_steep_spectrum
91.45572,59.75896,0.2169,15.6658,73.3054,399.23,228.255,0.5717,67.95,-1.376,anomaly,-0.6637404479858067,1.1949525777503882,1.865135967871982,0.48747557,7.176124,ultra_steep_spectrum
313.88534,65.661,0.2942,20.8247,78.3716,345.747,225.485,0.6522,25.6,-1.352,anomaly,-0.5313573316084886,1.3185787536906843,1.8941587132229165,0.48733068,7.1738095,ultra_steep_spectrum
52.5404,-3.76815,0.1236,9.7895,88.1872,356.096,278.6,0.7824,168.11,-1.616,anomaly,-0.907981529247203,0.9907605107218029,1.9454055536944126,0.48702788,7.168972,ultra_steep_spectrum
114.38637,-31.2557,0.1087,8.6689,79.1039,344.414,241.263,0.7005,145.07,-1.745,anomaly,-0.9637704559137055,0.9379639931811588,1.8981978957192434,0.48694813,7.167698,ultra_steep_spectrum
107.81368,6.40862,0.128,10.6891,98.0823,287.684,177.921,0.6185,177.74,-1.864,anomaly,-0.8927900303521317,1.0289411400555262,1.9915906413668012,0.4866534,7.162989,ultra_steep_spectrum
335.50486,14.27739,0.1267,4.6029,38.8766,494.776,227.301,0.4594,92.68,-1.524,anomaly,-0.8972233851165586,0.6630315397603769,1.5896882761666453,0.48564476,7.1468763,ultra_steep_spectrum
96.13913,62.65426,1.0364,10.5727,10.7106,23.129,12.475,0.5394,157.45,-1.012,double_lobe,0.0155274043137872,1.024185909290665,1.029813800373438,0.48538393,7.1427093,unclassified
253.49974,2.17176,0.7255,19.7066,27.3882,319.607,254.931,0.7976,27.69,-1.072,anomaly,-0.1393625832262453,1.2946117014681335,1.43756349060536,0.48478448,7.133133,giant_diffuse
211.06053,72.80502,1.3022,6.0505,4.0523,38.538,18.127,0.4704,175.1,-0.874,double_lobe,0.11467769101087787,0.7817912652753481,0.6077015895810604,0.4847619,7.132772,unclassified
115.44175,13.02135,0.1961,14.2192,75.5872,411.95,224.378,0.5447,85.75,-1.589,anomaly,-0.707522406332216,1.1528751628241947,1.878448257934777,0.4842097,7.1239505,ultra_steep_spectrum
225.29702,30.31308,1.188,30.6555,27.6192,44.662,7.408,0.1659,59.06,-0.321,anomaly,0.07481644064517472,1.4865084039886185,1.4412110949298944,0.48370206,7.115841,double_lobe_candidate
218.34347,9.48086,12.9008,20.6091,1.9526,5.691,4.574,0.8037,15.27,-0.285,resolved_galaxy,1.1106166424552777,1.3140590265405845,0.29061328497498634,0.4822059,7.091939,unclassified
88.74625,65.37466,0.5978,17.3267,28.8799,396.521,231.065,0.5827,54.53,-1.61,anomaly,-0.22344408929673812,1.238715855947571,1.4605956851052406,0.4821561,7.091143,ultra_steep_spectrum
81.88234,-0.17899,0.206,7.3033,37.8478,467.479,226.813,0.4852,83.12,-1.433,anomaly,-0.6861327796308466,0.863519140661796,1.5780406400942535,0.4817034,7.0839114,ultra_steep_spectrum
352.33554,7.17021,0.1227,3.2632,27.1658,360.864,202.052,0.5599,165.52,-1.502,anomaly,-0.9111554372729957,0.5136436923090382,1.434022499006025,0.48013103,7.058792,ultra_steep_spectrum
0.3658,29.73286,46.9385,501.3523,10.9938,73.812,7.135,0.0967,1.91,-1.971,anomaly,1.671529206861813,2.700143011648053,1.0411478319851377,0.4799821,7.056413,ultra_steep_spectrum
159.85221,77.01881,4.6055,120.1363,28.5426,77.261,9.69,0.1254,179.32,-0.218,anomaly,0.6632767866399553,2.0796742522631795,1.4554935312951824,0.47773957,7.0205874,jet_candidate
217.37637,23.80111,1.5484,6.8757,5.2855,108.07,36.102,0.3341,176.41,-0.456,double_lobe,0.18988316264691749,0.8373169193258212,0.7230860771627892,0.4767076,7.0041018,unclassified
120.14562,-18.6597,3.1831,16.3046,6.0131,22.928,3.962,0.1728,7.9,-2.093,anomaly,0.5028502825939831,1.2123101487461678,0.7790984263778564,0.47616223,6.995389,ultra_steep_spectrum
127.34124,-23.67951,2.539,37.5117,16.4579,66.311,8.756,0.1321,147.97,-0.174,anomaly,0.40466270087372225,1.5741667464724873,1.2163744191754295,0.47435576,6.96653,jet_candidate
10.38472,22.85666,0.3121,8.4779,27.093,370.93,207.152,0.5585,136.96,-1.857,anomaly,-0.5057062313346673,0.9282882895966369,1.4328570969973282,0.4742731,6.965209,ultra_steep_spectrum
166.15682,72.2235,0.307,11.7406,36.9044,342.74,202.897,0.592,62.56,-0.936,anomaly,-0.5128616245228135,1.0696902919738343,1.567078148863686,0.47410315,6.9624944,giant_diffuse
124.60477,32.59782,0.1678,4.4256,30.38,352.988,222.58,0.6306,141.89,-1.696,anomaly,-0.7752080435073185,0.6459721584292166,1.4825877695267675,0.47309488,6.946387,ultra_steep_spectrum
147.72768,13.53818,42.3462,383.2797,8.0595,20.169,1.33,0.0659,2.47,0.634,anomaly,1.6268144443461603,2.5835158179200235,0.9063080996243752,0.4729619,6.9442625,inverted_spectrum
2.49153,37.27795,23.3143,219.7148,9.9919,117.02,34.511,0.2949,129.02,-0.506,double_lobe,1.367622380515319,2.3418593120040194,0.9996480789223728,0.4722612,6.9330683,double_lobe_candidate
263.26296,-23.76391,0.1684,13.6158,73.4998,350.811,254.263,0.7248,71.42,-1.176,anomaly,-0.7736579128363693,1.1340431635150203,1.8662861573288947,0.47207046,6.9300213,giant_diffuse
70.74731,72.70806,1.5755,13.1654,7.5439,16.936,1.143,0.0675,23.23,0.686,anomaly,0.19741840751001843,1.1194340586683482,0.8775959228713671,0.47085693,6.9106345,inverted_spectrum
131.27139,22.57245,0.7331,58.3404,91.4758,147.817,44.676,0.3022,15.78,-1.346,anomaly,-0.1348367804939138,1.7659694024545043,1.9613062162900063,0.47037202,6.902888,ultra_steep_spectrum
241.9912,-8.30779,0.1382,12.7789,97.1395,304.911,233.226,0.7649,172.97,-1.052,anomaly,-0.8594919569618205,1.106493471624369,1.987395863726272,0.469857,6.8946605,giant_diffuse
252.29164,10.3732,2.3107,13.0609,5.7835,58.181,21.061,0.362,170.55,-0.454,agn_jet,0.3637435643445684,1.1159731043178107,0.7621907399180133,0.46910363,6.882625,unclassified
41.73232,78.67297,0.2144,12.0414,53.2309,324.749,212.119,0.6532,9.41,-1.802,anomaly,-0.6687752189792676,1.080676983344385,1.7261638090570197,0.467605,6.8586836,ultra_steep_spectrum
203.22045,-7.74991,0.3335,12.5919,40.7263,408.224,196.706,0.4819,167.06,-1.814,anomaly,-0.4769041617474322,1.1000912660298687,1.6098749560576624,0.46693522,6.847984,ultra_steep_spectrum
89.37127,-16.97786,1.0437,13.6952,13.1728,76.045,11.263,0.1481,36.64,-0.351,anomaly,0.018575683467251414,1.1365683789238354,1.1196780980674452,0.4663031,6.8378854,jet_candidate
212.53781,11.04992,0.1691,6.5177,37.0556,351.75,222.646,0.633,37.09,-1.35,anomaly,-0.7718563924022582,0.8140943666625691,1.5688538497058624,0.46550775,6.825179,ultra_steep_spectrum
14.91074,17.30259,0.1003,5.0358,44.0465,411.332,213.644,0.5194,54.86,-1.589,anomaly,-0.9986990669795819,0.7020684734967492,1.6439114044375787,0.46534005,6.8225,ultra_steep_spectrum
116.74722,75.63371,76.5313,238.7009,3.0139,43.155,24.569,0.5693,177.31,-1.533,double_lobe,1.8838390905414124,2.3778540564776254,0.4791288384999573,0.4649167,6.8157372,ultra_steep_spectrum
74.60065,-1.80735,0.4323,25.2473,59.7503,397.013,198.708,0.5005,171.33,-1.077,anomaly,-0.36421476446634826,1.402214940561658,1.7763400901727693,0.46431357,6.806102,giant_diffuse
112.25848,-30.41888,0.1478,12.3777,93.6666,298.29,190.967,0.6402,51.87,-0.96,anomaly,-0.8303255659411931,1.092639952429871,1.9715847560789146,0.46395922,6.800441,giant_diffuse
132.26874,58.26451,2.544,20.0757,7.6837,113.826,25.822,0.2269,47.92,-0.463,double_lobe,0.4055171069763763,1.3026706972053748,0.8855704000615968,0.4608019,6.7500014,double_lobe_candidate
219.09695,60.16989,0.4946,51.2025,99.4822,346.232,242.287,0.6998,59.37,-1.626,anomaly,-0.3057458879747215,1.7092911662433774,1.9977453809132932,0.45766455,6.699881,ultra_steep_spectrum
302.35191,-4.89542,0.3495,12.8052,37.714,368.921,247.868,0.6719,120.97,-1.51,anomaly,-0.4565528199182998,1.1073863659530676,1.5765025967334003,0.4528225,6.6225276,ultra_steep_spectrum
107.73824,56.76804,1.6346,6.7298,3.9913,50.954,17.371,0.3409,170.18,-0.419,agn_jet,0.21341149458278155,0.8280021578068849,0.6011143720957209,0.45085388,6.591078,unclassified
183.04051,-21.09162,1.7858,18.1811,9.2344,50.434,18.724,0.3713,172.38,-0.52,agn_jet,0.2518328186286397,1.259620155534908,0.9654086826507192,0.45072222,6.5889745,unclassified
7.19251,67.55667,0.2368,6.2895,28.2097,356.532,200.654,0.5628,23.91,-1.339,anomaly,-0.6256183019491178,0.7986161214592494,1.4503984676145172,0.4500659,6.57849,ultra_steep_spectrum
308.78093,61.17009,2.5749,23.9902,9.8329,30.808,17.633,0.5723,25.17,-1.525,double_lobe,0.41076036724458753,1.3800338685820166,0.9926816224358972,0.4495955,6.570975,ultra_steep_spectrum
175.07171,51.71948,0.1296,4.7937,31.9498,376.499,221.753,0.589,80.54,-1.442,anomaly,-0.8873949984654255,0.6806708514704036,1.504468143897604,0.448438,6.552483,ultra_steep_spectrum
130.84709,10.09194,7.2647,132.0349,17.602,66.103,3.325,0.0503,54.45,-0.598,anomaly,0.8612176845618174,2.120688740857958,1.2455620166559622,0.44646916,6.52103,jet_candidate
137.30935,-32.50098,1.7194,3.7891,2.2681,40.407,11.609,0.2873,179.15,-0.674,agn_jet,0.2353769224022368,0.5785360671053181,0.35566219858541004,0.44618988,6.5165687,unclassified
91.97231,29.80043,0.3496,11.7668,32.4845,353.203,189.708,0.5371,0.74,-1.707,anomaly,-0.45642857603763454,1.070658371824209,1.5116761865112043,0.44582456,6.510732,ultra_steep_spectrum
258.13908,27.35172,0.1061,9.4159,89.119,451.128,180.423,0.3999,156.04,-1.067,anomaly,-0.9742846160986594,0.9738618375075525,1.949970304659563,0.4452025,6.500795,giant_diffuse
345.77617,-19.98723,0.4835,22.9659,51.7594,368.659,248.52,0.6741,93.54,-1.448,anomaly,-0.31560352158097954,1.3610834694523921,1.7139892333059406,0.4439814,6.4812875,ultra_steep_spectrum
99.81522,20.05353,32.785,251.6818,8.239,24.247,4.586,0.1891,0.86,0.854,anomaly,1.515675188002534,2.400851811315734,0.9158745028576916,0.44331694,6.470672,inverted_spectrum
1.97964,-24.84762,0.9241,3.8487,4.1862,20.301,7.126,0.351,170.38,-0.946,resolved_galaxy,-0.034281029755779104,0.5853140598547045,0.6218199733627874,0.44322294,6.4691706,unclassified
3.56092,53.34316,0.7201,42.646,54.1307,375.157,227.688,0.6069,87.74,-1.109,anomaly,-0.14260718907909872,1.6298783025751775,1.7334436432774953,0.4431711,6.4683423,giant_diffuse
174.54728,-5.79858,0.4219,31.943,75.2165,348.746,193.298,0.5543,51.75,-1.0,anomaly,-0.374790474618119,1.5043757014787995,1.8763131208166195,0.44234282,6.45511,giant_diffuse
195.1043,-11.64622,0.5523,10.1647,21.5822,403.6,208.499,0.5166,138.96,-1.356,anomaly,-0.25782495677632283,1.0070945654367027,1.3340957127825424,0.44154328,6.442337,ultra_steep_spectrum
9.11544,-0.60158,0.1048,4.3983,45.241,319.335,219.162,0.6863,12.67,-1.635,anomaly,-0.9796387173522921,0.6432848484674967,1.6555321959369296,0.44106045,6.4346237,ultra_steep_spectrum
208.39657,-37.67437,0.4998,50.8004,94.4772,483.932,210.135,0.4342,138.06,-1.187,anomaly,-0.30120374820956874,1.705867131912046,1.9753270137061285,0.43953976,6.4103303,giant_diffuse
352.85226,-0.00129,0.4526,32.7884,80.1506,369.009,181.17,0.491,3.02,-1.182,anomaly,-0.3442854503812902,1.5157202245948047,1.9039067777907726,0.4392681,6.4059906,giant_diffuse
114.92111,-38.46527,2.3241,15.7617,7.0373,69.953,3.694,0.0528,27.54,-1.547,anomaly,0.3662548106863863,1.1976030571130913,0.8474060653896857,0.4387287,6.3973727,ultra_steep_spectrum
248.61979,-16.94777,0.1068,2.856,27.8735,336.445,246.457,0.7325,132.67,-1.767,anomaly,-0.9714287473074623,0.4557582031041368,1.445191505320753,0.4374117,6.376333,ultra_steep_spectrum
130.86286,-31.11583,2.3464,72.5684,29.8069,71.444,14.272,0.1998,168.54,-0.605,anomaly,0.37040204997249576,1.860747547791046,1.4743168105545494,0.43515635,6.3403034,giant_diffuse
282.76445,66.50232,0.6198,41.4962,69.3604,401.744,209.793,0.5222,88.68,-1.638,anomaly,-0.20774842809673577,1.6180083281676922,1.8411115890427192,0.43239322,6.296161,ultra_steep_spectrum
226.19205,-19.20102,21.5717,444.6263,20.0862,63.864,6.664,0.1043,30.18,-0.254,anomaly,1.3338843718770865,2.6479951479874857,1.3028977826850898,0.43149453,6.2818046,jet_candidate
35.8779,79.42062,0.9211,48.8503,51.6729,387.339,234.779,0.6061,117.64,-1.398,anomaly,-0.03569321769606351,1.6888672351570335,1.7132628358180664,0.43105006,6.274704,ultra_steep_spectrum
24.63944,61.73835,0.3446,9.0595,22.7752,483.724,149.404,0.3089,38.21,-1.122,anomaly,-0.4626847268879903,0.9571042293287895,1.357462199410788,0.42983443,6.2552834,giant_diffuse
308.71421,70.78104,8.7122,167.5256,20.3208,63.723,8.312,0.1304,66.96,-0.283,anomaly,0.9401278366627085,2.2240811820547366,1.3079408014832605,0.42908424,6.243299,jet_candidate
332.28628,58.95491,1.2141,21.9481,20.2929,67.122,4.888,0.0728,18.24,-1.291,anomaly,0.08425445911122911,1.3413969302623894,1.3073441152443246,0.42578617,6.190611,jet_candidate
49.89696,-11.84442,1.6395,8.618,5.3044,48.419,17.713,0.3658,153.08,-0.525,agn_jet,0.214711421005384,0.935406489752349,0.7246362663851492,0.42576456,6.1902657,unclassified
158.05585,-19.2653,0.1625,14.9572,95.9393,469.622,211.469,0.4503,93.06,-1.714,anomaly,-0.7891466346851068,1.1748503008571445,1.9819965454072768,0.42403552,6.1626434,ultra_steep_spectrum
305.80835,79.09568,0.186,8.0706,46.1533,461.586,185.34,0.4015,8.28,-1.177,anomaly,-0.7304870557820837,0.9069058230743327,1.6642027588950308,0.4232926,6.1507754,giant_diffuse
211.00997,63.42178,1.8297,7.914,4.2084,20.108,4.314,0.2146,176.82,-0.848,agn_jet,0.2623798880773635,0.8983960459300089,0.6241170119291274,0.4229474,6.1452603,unclassified
25.451,-15.90736,0.447,23.8779,52.3545,341.825,270.123,0.7902,63.0,-1.221,anomaly,-0.34969247686806354,1.3779961290521532,1.7189540163143184,0.4223936,6.136413,giant_diffuse
238.51481,14.32048,0.2842,26.1986,84.6333,433.713,195.129,0.4499,172.23,-1.456,anomaly,-0.546375926408549,1.4182780841243314,1.9275412751046044,0.420538,6.1067696,ultra_steep_spectrum
181.76846,79.35441,0.5011,34.7408,69.5723,474.901,218.982,0.4611,123.28,-1.459,anomaly,-0.3000755972575233,1.5408398150202673,1.8424363609945218,0.41975093,6.0941954,ultra_steep_spectrum
117.4539,-27.6206,0.2788,19.9025,70.2619,417.346,207.551,0.4973,123.48,-1.32,anomaly,-0.5547072305740282,1.298907632591162,1.8467198896683419,0.4192158,6.0856466,ultra_steep_spectrum
280.82347,47.46697,1.6499,23.7445,13.0234,22.047,4.953,0.2247,163.36,-0.714,double_lobe,0.21745762253858059,1.3755630288547722,1.1147243796603323,0.41827065,6.0705476,double_lobe_candidate
317.77983,65.33737,0.2444,7.8464,31.3242,308.022,185.359,0.6018,133.97,-0.948,anomaly,-0.6118987984294834,0.8946704441662834,1.4958799882049865,0.4181104,6.0679874,giant_diffuse
7.10488,74.83628,44.9956,532.2151,11.8936,73.013,5.283,0.0724,7.38,-0.896,anomaly,1.6531700473498319,2.7260871921876477,1.0753133284196965,0.41809052,6.06767,jet_candidate
99.742,58.83399,0.5176,52.494,99.1043,497.215,212.472,0.4273,129.56,-1.639,anomaly,-0.28600573233935606,1.7201096669144573,1.9960924983375274,0.4180642,6.0672493,ultra_steep_spectrum
