ra,dec,g,r,i,z,Y,type,g-r,r-i,i-z,z-Y,ae_error,iso_score,ensemble_score,known_variable_match,known_qso_match,known_galaxy_match,uncataloged
41.9191,-64.91762,23.9478,20.9706,18.8319,16.3258,15.2635,anomaly,2.9772,2.1387,2.5061,1.0623000000000005,0.25098625,0.020534091016989997,99529.5,False,False,False,True
38.71821,-35.39279,17.1796,13.043,9.1631,7.1264,6.2697,anomaly,4.136600000000001,3.8798999999999992,2.0366999999999997,0.8567,0.2360251,0.024784998172102446,99529.0,False,False,False,True
45.93429,-56.15209,20.9463,17.5271,13.6492,12.2431,10.6508,anomaly,3.4192,3.8779000000000003,1.4061000000000003,1.5922999999999998,0.40842214,0.005894685015860213,99528.0,False,False,True,False
59.36071,-61.23621,23.0596,19.9208,16.2167,15.1278,13.2568,anomaly,3.1388,3.7041000000000004,1.0888999999999989,1.8710000000000004,0.2594438,0.0194240449759866,99527.5,False,False,False,True
56.96582,-34.94222,21.6296,16.7391,13.3264,10.7778,9.0634,anomaly,4.890499999999999,3.412700000000001,2.5486000000000004,1.7143999999999995,0.24192373,0.02200654782047451,99527.0,True,False,True,False
85.61593,-58.13613,16.6758,12.9237,9.1125,7.4906,5.5253,anomaly,3.7520999999999987,3.8111999999999995,1.621900000000001,1.9653,0.20026118,0.04611864597726467,99527.0,False,True,False,False
55.61134,-59.61205,15.9726,15.7605,12.823,13.7215,11.9873,anomaly,0.2120999999999995,2.9375,-0.8985000000000003,1.7342000000000013,0.19750544,0.051687015988936214,99526.5,False,False,False,True
32.07165,-33.61484,20.1358,15.152,12.8611,10.5588,9.3884,anomaly,4.9838000000000005,2.290899999999999,2.3023000000000007,1.170399999999999,0.35968173,0.008438893412095916,99525.5,False,False,False,True
27.91737,-43.4216,16.3866,16.4708,13.5835,14.4363,13.6869,anomaly,-0.08419999999999916,2.8872999999999998,-0.8527999999999984,0.7493999999999996,0.36856318,0.007826339731533127,99522.0,False,False,False,True
9.92186,-59.00533,23.6382,23.4801,20.7649,21.788,19.8537,anomaly,0.15810000000000102,2.7151999999999994,-1.0230999999999995,1.9343000000000004,0.24001428,0.02179802706826972,99520.5,False,False,False,True
26.68635,-34.24549,20.2941,15.9482,12.0308,10.8425,9.0964,anomaly,4.3459,3.9174000000000007,1.1883,1.7461000000000002,0.3263583,0.010992352065293254,99520.0,False,False,False,True
32.48804,-38.05556,17.7987,14.2389,10.4479,9.3385,8.2941,anomaly,3.559800000000001,3.7909999999999986,1.1094000000000008,1.0443999999999996,0.38256216,0.006566115268839101,99519.0,False,True,False,False
48.36903,-59.07767,18.5284,14.773,10.9046,8.6292,7.9659,anomaly,3.7554000000000016,3.8683999999999994,2.2753999999999994,0.6633000000000004,0.3056609,0.012847174577077736,99514.5,False,False,False,True
80.35607,-36.75771,17.2369,12.8213,10.5381,8.314,6.7815,anomaly,4.415599999999998,2.283200000000001,2.2241,1.5324999999999998,0.2798526,0.015593413217246943,99513.0,False,False,False,True
30.98267,-42.76365,18.0375,13.4718,9.7617,7.3987,6.8122,anomaly,4.565700000000001,3.7101000000000006,2.3629999999999995,0.5865,0.22909474,0.02435124265576538,99512.5,False,False,True,False
26.73732,-43.58638,16.406,12.2942,9.9811,8.2539,7.0349,anomaly,4.111799999999999,2.3131000000000004,1.7271999999999998,1.2189999999999994,0.25962928,0.01808719128160896,99510.5,False,False,False,True
41.34853,-46.72211,21.0599,16.5651,13.227,11.6873,11.2357,anomaly,4.494799999999998,3.3381000000000007,1.5396999999999998,0.4516000000000009,0.41380772,0.004424808627858434,99509.5,False,False,False,True
8.0912,-58.71571,23.4397,19.5498,17.5686,15.4356,13.9581,anomaly,3.8898999999999972,1.9812000000000012,2.132999999999999,1.477500000000001,0.36499873,0.007475122430927739,99509.5,False,False,False,True
26.87473,-51.55866,17.5987,14.3333,10.8028,8.6405,8.1839,anomaly,3.2654000000000014,3.5305,2.1623,0.4565999999999999,0.24164738,0.02060438837633627,99508.5,True,False,False,False
36.29838,-64.71207,16.6644,13.1356,9.4079,7.4202,6.7237,anomaly,3.5288000000000004,3.7277000000000005,1.9876999999999994,0.6965000000000003,0.2230045,0.025957253930301905,99507.5,False,True,False,False
10.90306,-61.15485,22.9236,19.5175,15.6231,14.468,13.4771,anomaly,3.406100000000002,3.8943999999999974,1.155100000000001,0.9908999999999999,0.4464947,0.0032421561658444453,99507.5,True,False,False,False
27.95161,-44.33353,19.1476,15.424,11.4994,8.9849,7.8162,anomaly,3.723600000000001,3.9246,2.5145,1.1686999999999994,0.32187715,0.01034449545848981,99507.0,False,False,False,True
60.62651,-37.62166,20.7457,16.3714,14.2771,13.1957,11.3278,anomaly,4.374299999999998,2.0943000000000005,1.0814000000000004,1.8679000000000006,0.41601396,0.004155728733695407,99505.5,False,False,False,True
64.67572,-63.67621,20.4354,16.6242,12.7035,9.9335,8.666,anomaly,3.811200000000003,3.9206999999999983,2.7699999999999996,1.2675,0.29601187,0.012868288687658214,99502.0,False,False,False,True
62.76373,-62.82352,18.3436,14.4689,10.6787,8.3177,6.5081,anomaly,3.874699999999999,3.7902000000000005,2.360999999999999,1.8096000000000005,0.24207237,0.019842894862618476,99501.0,False,False,True,False
61.68514,-41.71328,18.2289,14.3302,12.0414,9.1172,8.3088,anomaly,3.8987,2.2888,2.924199999999999,0.8084000000000007,0.24996877,0.018459062058450604,99500.0,False,False,False,True
77.9998,-59.21345,21.4653,16.5384,12.862,11.4742,10.5549,anomaly,4.9269,3.6763999999999992,1.3878000000000004,0.9192999999999998,0.32370225,0.009735483359204822,99499.5,False,False,False,True
29.12398,-35.5217,23.5883,18.9958,16.689,14.174,12.5423,anomaly,4.592500000000001,2.306799999999999,2.5150000000000006,1.6317000000000004,0.27829632,0.014724293020664247,99499.0,False,False,False,True
11.34104,-46.55009,20.3916,15.905,12.0054,10.7248,9.7556,anomaly,4.486600000000001,3.8995999999999995,1.2805999999999997,0.9692000000000007,0.3668072,0.006154583713324002,99498.0,False,False,False,True
4.41319,-63.48432,18.1569,15.1525,12.9905,11.7549,10.1707,anomaly,3.0044000000000004,2.161999999999999,1.2356000000000016,1.5841999999999992,0.6061707,0.0005424959737444501,99498.0,False,False,False,True
27.06692,-41.53715,18.5973,14.3764,10.4764,9.0605,7.8768,anomaly,4.2209,3.9000000000000004,1.4159000000000006,1.183699999999999,0.37306446,0.005364586142865835,99497.0,True,False,False,False
82.54261,-49.34717,17.057,12.6607,10.4544,8.6466,7.2268,anomaly,4.396299999999998,2.2063000000000006,1.8078000000000003,1.4197999999999995,0.30505508,0.0107155401270006,99492.0,False,False,True,False
79.38538,-39.70408,22.2427,18.0301,14.1985,11.5988,10.1928,anomaly,4.212599999999998,3.8316000000000017,2.5996999999999986,1.4060000000000006,0.28027645,0.013943511314817192,99490.5,False,False,False,True
44.86942,-56.36552,20.9245,16.0372,12.3342,10.325,9.09,anomaly,4.8873,3.7029999999999994,2.0092,1.2349999999999994,0.31830126,0.009509228190047181,99489.5,False,False,False,True
6.34286,-45.63822,22.8789,17.9933,15.5628,13.0619,11.6117,anomaly,4.8856,2.430500000000002,2.5008999999999997,1.4501999999999988,0.30213326,0.010910194327027556,99488.0,False,False,False,True
43.86999,-30.95596,17.5101,13.7125,9.9344,7.9945,7.4435,anomaly,3.797600000000001,3.7781000000000002,1.9398999999999997,0.5510000000000002,0.27580503,0.014064118042999896,99483.5,False,False,False,True
21.44244,-42.8737,16.3254,12.4733,10.0074,7.6537,5.8309,anomaly,3.8520999999999983,2.4658999999999995,2.353700000000001,1.8228,0.19988386,0.03685391863392762,99483.0,True,False,False,False
27.2328,-59.73604,21.7659,16.9027,14.6815,12.6107,11.0572,anomaly,4.863199999999999,2.2211999999999996,2.0708,1.5534999999999997,0.357623,0.0057060815757640215,99482.5,True,False,False,False
59.26611,-50.84295,20.8154,16.0401,12.3229,11.3059,10.3761,anomaly,4.775300000000001,3.7171999999999983,1.0170000000000012,0.9298000000000002,0.2805725,0.01301383160492331,99482.0,True,False,False,False
85.51333,-48.2591,21.9973,17.9902,14.1404,12.5575,10.7448,anomaly,4.007099999999998,3.849800000000002,1.5829000000000004,1.8126999999999995,0.3279092,0.007927234192218524,99482.0,False,False,False,True
67.50746,-34.99945,20.9403,17.6464,13.7662,11.4098,10.4818,anomaly,3.2939000000000007,3.8802000000000003,2.356399999999999,0.9280000000000008,0.37535742,0.004388320767511278,99481.5,False,False,False,True
49.03777,-59.50441,17.3422,13.7449,11.4903,9.417,7.56,anomaly,3.597299999999999,2.2546,2.0732999999999997,1.8570000000000002,0.31770584,0.008606624571184551,99480.0,False,False,True,False
28.06937,-58.48398,17.9178,14.0703,12.093,11.0254,9.4019,anomaly,3.8475,1.9772999999999996,1.0676000000000005,1.6235,0.5339181,-2.0543202050582465e-07,99479.5,False,False,False,True
59.31691,-47.9083,23.3726,20.245,16.8867,14.7378,14.2358,anomaly,3.1275999999999975,3.3583,2.148900000000001,0.5020000000000007,0.30945173,0.009449795221882606,99479.5,False,True,False,False
6.19972,-46.96437,17.8984,14.5866,10.8072,8.6465,7.999,anomaly,3.311799999999998,3.7794000000000008,2.1607000000000003,0.6475,0.3023309,0.010115224044774274,99479.0,False,False,False,True
17.27588,-59.67221,20.5029,16.2315,12.3238,10.7494,8.9489,anomaly,4.2714,3.9077,1.5744000000000007,1.8004999999999995,0.33385706,0.007197949045524177,99478.5,False,False,False,True
22.56083,-42.04658,21.8639,18.084,14.177,13.0815,11.5571,anomaly,3.7799000000000014,3.907,1.0954999999999995,1.5244,0.3610754,0.0050334688776007,99476.5,False,True,True,False
49.4532,-45.28041,19.5221,15.3797,11.5585,9.442,7.5463,anomaly,4.1423999999999985,3.8211999999999993,2.1165000000000003,1.8957000000000006,0.2942822,0.010659810016560134,99476.0,False,False,False,True
33.20009,-37.06982,19.6259,16.4229,14.2892,12.2023,10.3384,anomaly,3.203000000000003,2.1336999999999993,2.0869,1.8638999999999992,0.42970386,0.0020180592064102942,99476.0,False,False,False,True
26.90948,-54.25362,22.629,17.7908,14.4548,12.0681,11.4106,anomaly,4.8382000000000005,3.3360000000000003,2.386700000000001,0.6574999999999989,0.29399782,0.010712429276359625,99475.5,False,False,False,True
88.02341,-54.00442,17.4515,13.4532,9.6058,7.2052,5.7129,anomaly,3.9982999999999986,3.8474000000000004,2.4006000000000007,1.4922999999999993,0.22728139,0.02040430041619501,99474.0,False,False,False,True
42.6091,-61.69742,22.0256,17.6755,13.8428,12.6007,10.8506,anomaly,4.350100000000001,3.832699999999999,1.2421000000000006,1.7500999999999998,0.30385363,0.009542994834584095,99472.5,False,False,False,True
75.04626,-57.77288,23.066,19.9383,16.4083,15.0917,14.6542,anomaly,3.1276999999999973,3.530000000000001,1.316600000000001,0.4375,0.61159545,-0.0011072585738821639,99471.5,False,False,False,True
5.5376,-60.15108,22.4395,19.1142,15.369,12.9203,11.2114,anomaly,3.3252999999999986,3.7452000000000005,2.4487000000000005,1.7088999999999999,0.28909793,0.01094771748734058,99470.5,False,False,False,True
18.39357,-32.71754,18.7153,14.4351,12.1795,10.0073,8.0111,anomaly,4.280199999999999,2.2555999999999994,2.1722,1.9962,0.24719933,0.016681450593127867,99470.5,False,False,False,True
77.17409,-62.08834,19.3117,14.5089,10.8522,9.219,7.8343,anomaly,4.802799999999998,3.6567000000000007,1.6332000000000004,1.3846999999999996,0.26237932,0.01432658456538538,99469.5,False,False,False,True
52.57503,-39.69418,17.4195,13.9891,11.8048,9.5841,8.5304,anomaly,3.430399999999999,2.1843000000000004,2.220700000000001,1.0536999999999992,0.40134177,0.002591918592682818,99468.5,False,False,False,True
44.5122,-52.02732,18.942,15.3892,11.5105,9.8814,8.0393,anomaly,3.5527999999999995,3.8787000000000003,1.629100000000001,1.8420999999999985,0.32653853,0.007083886515883542,99466.5,False,False,False,True
27.59535,-58.13621,16.8646,13.6278,9.9106,8.8505,7.3558,anomaly,3.236799999999999,3.7172,1.0601000000000003,1.4947,0.21723871,0.023373063366931235,99466.5,False,False,False,True
12.5341,-36.07655,16.4062,13.3153,10.5494,8.7029,6.9433,anomaly,3.0908999999999978,2.7659000000000002,1.8465000000000007,1.7595999999999998,0.23870097,0.0177893388310687,99466.5,False,False,False,True
88.70892,-33.05293,16.3997,11.9133,8.1195,6.7974,5.3928,anomaly,4.4864,3.793799999999999,1.3221000000000007,1.4045999999999994,0.1802707,0.06792612263062381,99463.0,False,False,True,False
65.85037,-52.38689,19.2064,14.6966,12.3595,9.4599,8.4552,anomaly,4.5097999999999985,2.3370999999999995,2.8996000000000013,1.0046999999999997,0.26297244,0.013337062224956786,99461.5,False,False,True,False
85.31942,-63.69406,16.7245,13.7783,10.6265,8.1349,7.0072,anomaly,2.9461999999999993,3.1517999999999997,2.4916,1.1277,0.21920808,0.021406385377498616,99461.5,False,False,False,True
27.94703,-55.4156,19.1711,14.8246,10.9683,8.5333,7.4639,anomaly,4.346499999999999,3.856300000000001,2.4349999999999987,1.0694000000000008,0.28292426,0.010453040903589783,99459.5,False,False,False,True
22.14676,-32.13566,18.2261,13.6713,10.9024,9.9583,8.062,anomaly,4.554799999999998,2.7689000000000004,0.9441000000000006,1.8963,0.23838261,0.01735949181694918,99459.0,False,False,True,False
66.11298,-33.66911,19.4959,16.3034,12.5355,11.0685,9.3009,anomaly,3.192499999999999,3.767899999999999,1.4670000000000005,1.7675999999999998,0.35159716,0.004405354494803171,99457.0,False,True,True,False
82.25444,-57.14012,16.5169,11.7517,7.9951,5.0263,3.8363,anomaly,4.7652,3.7565999999999997,2.9688,1.19,0.17489202,0.11441450482107896,99457.0,False,False,False,True
51.87178,-44.30658,20.7294,15.9588,13.5959,10.8391,9.6563,anomaly,4.770599999999998,2.3629,2.7568,1.1828000000000003,0.29825893,0.008672480826529605,99456.5,False,False,True,False
47.57539,-40.77806,18.525,14.3752,12.1365,9.3364,8.0764,anomaly,4.149799999999999,2.2386999999999997,2.8001000000000005,1.2599999999999998,0.30807525,0.0077529074525276576,99456.5,False,False,False,True
88.0414,-32.37113,18.4675,14.6372,10.8372,9.787,7.9383,anomaly,3.830300000000001,3.8000000000000007,1.0501999999999985,1.848700000000001,0.2555843,0.014159390567132113,99455.5,False,False,False,True
9.5138,-48.56719,20.345,15.918,12.2223,9.8063,9.1549,anomaly,4.427,3.6956999999999987,2.4160000000000004,0.6514000000000006,0.28573784,0.00996928803420094,99455.0,False,False,False,True
1.65421,-31.9959,17.464,12.4903,10.0604,8.9643,7.933,anomaly,4.973699999999999,2.4299,1.0960999999999999,1.0312999999999999,0.19566292,0.036053724570835555,99454.0,False,False,True,False
21.97061,-34.5214,18.0673,14.1256,10.2928,8.8129,8.0828,anomaly,3.941699999999999,3.8328000000000007,1.4798999999999989,0.7301000000000002,0.33325574,0.005289573676462878,99453.5,False,True,False,False
32.238,-51.58566,23.3655,19.0011,15.43,13.2692,12.7378,anomaly,4.3644,3.5711000000000013,2.1608,0.5313999999999997,0.41567948,0.0008465855219070839,99453.0,False,False,False,True
84.04685,-38.96953,18.863,14.7418,10.8806,8.9163,8.2486,anomaly,4.1212,3.8612,1.9642999999999997,0.6677,0.3287076,0.005784705599577777,99453.0,False,False,False,True
62.03433,-37.93252,16.1265,12.9493,10.0869,7.8667,5.9841,anomaly,3.177200000000001,2.862399999999999,2.2202,1.8826,0.19181933,0.038778191987447475,99451.0,False,False,False,True
86.09904,-60.89201,20.826,16.6091,12.9217,10.0925,8.2779,anomaly,4.216899999999999,3.687400000000002,2.8292,1.8145999999999987,0.22041455,0.02021141126910353,99449.0,False,False,False,True
56.62633,-61.53227,21.2326,17.4803,13.5622,12.3401,11.4772,anomaly,3.7523000000000017,3.918099999999999,1.222100000000001,0.8628999999999998,0.34938812,0.004143796230365759,99448.5,False,False,False,True
38.85805,-47.62593,16.6479,13.1013,9.4338,7.65,6.9324,anomaly,3.5465999999999998,3.6675000000000004,1.7837999999999994,0.7176,0.21196446,0.02336238773919297,99448.0,False,False,False,True
42.91526,-35.68747,23.3274,19.9454,16.1982,13.7128,12.8158,anomaly,3.3820000000000014,3.7471999999999994,2.4854000000000003,0.8970000000000002,0.27963898,0.01018268696272695,99448.0,False,False,False,True
29.34832,-64.42993,23.2587,19.764,15.9737,13.5457,12.6463,anomaly,3.4947000000000017,3.7903000000000002,2.427999999999999,0.8994,0.29925203,0.008118305139797055,99447.5,True,False,False,False
88.82682,-45.79232,23.1807,18.1026,14.9992,13.462,12.8578,anomaly,5.078100000000003,3.103399999999999,1.5372000000000003,0.6042000000000005,0.34773356,0.004166652070767274,99447.0,False,False,False,True
15.04323,-56.99228,17.1715,12.4757,9.9511,7.5156,6.8258,anomaly,4.695800000000002,2.5245999999999995,2.4355,0.6898,0.19336003,0.03652521073860793,99446.0,False,False,False,True
16.8797,-37.82848,20.7337,16.2709,12.8341,11.3947,10.8965,anomaly,4.462799999999998,3.4368000000000016,1.4393999999999991,0.49820000000000064,0.36573544,0.002933845837403748,99445.0,False,False,False,True
66.74258,-49.85524,17.2424,12.5713,8.8409,6.2455,5.3883,anomaly,4.671099999999999,3.7304000000000013,2.5953999999999997,0.8571999999999997,0.18031581,0.05445754999221297,99442.5,False,False,False,True
41.97449,-42.48355,16.9874,12.688,8.8496,5.9539,5.1261,anomaly,4.2994,3.8384,2.8957000000000006,0.8277999999999999,0.17592649,0.07026909950783133,99442.0,False,False,False,True
37.63369,-49.10159,21.5733,17.3198,13.5434,10.9908,10.3096,anomaly,4.253499999999999,3.7764000000000006,2.5526,0.6812000000000005,0.3248388,0.005235706275966701,99441.0,True,False,False,False
9.73907,-30.54604,22.7503,19.7331,16.001,14.0025,13.312,anomaly,3.017199999999999,3.732099999999999,1.9985000000000017,0.6905000000000001,0.46997866,-0.0012342164225304098,99441.0,False,True,True,False
67.81893,-43.60991,18.6671,14.9503,12.8217,10.5135,9.6821,anomaly,3.716800000000001,2.1286000000000005,2.3081999999999994,0.8314000000000004,0.32081404,0.005553006546629602,99440.5,False,False,False,True
8.83128,-46.83213,16.448,11.7039,7.9378,5.2837,3.998,anomaly,4.7440999999999995,3.7661000000000007,2.6541000000000006,1.2856999999999994,0.17275581,0.10484644151630851,99439.0,False,False,False,True
66.85049,-54.24809,16.2129,13.2022,10.0691,7.8649,6.5648,anomaly,3.0107000000000017,3.133099999999999,2.204200000000001,1.3000999999999996,0.21582471,0.020902778487580376,99438.0,False,False,False,True
6.90745,-58.5445,22.5487,18.1951,14.576,12.0665,11.4551,anomaly,4.3536,3.6190999999999995,2.509500000000001,0.6113999999999997,0.31646335,0.005580805140226408,99436.0,False,False,False,True
80.57102,-32.51284,21.6079,16.8547,14.7903,12.9562,11.3821,anomaly,4.7532,2.064400000000001,1.8340999999999994,1.5741000000000014,0.4171978,-0.0002884494028743134,99436.0,False,True,False,False
45.30032,-44.32211,16.8478,13.7729,10.9677,8.5892,6.9792,anomaly,3.0748999999999995,2.8051999999999992,2.3785000000000007,1.6100000000000003,0.21404593,0.021128397866234994,99433.5,False,False,False,True
15.5201,-48.58949,16.6848,13.4975,11.0888,9.5651,8.1393,anomaly,3.1872999999999987,2.4086999999999996,1.5237000000000016,1.4257999999999988,0.34085837,0.0037185647929610655,99433.0,False,False,False,True
37.44675,-52.37636,19.3916,14.5819,12.3848,10.8943,9.5749,anomaly,4.809700000000001,2.197099999999999,1.4905000000000008,1.3194,0.32626283,0.004515457230515385,99431.0,False,False,False,True
66.35295,-41.002,17.8031,14.0316,10.1483,7.8678,6.8684,anomaly,3.7715000000000014,3.8832999999999984,2.280500000000001,0.9993999999999996,0.26213178,0.01059879692838861,99429.0,True,True,False,False
62.61742,-62.49907,22.2548,19.1275,16.8694,15.8227,13.7666,anomaly,3.127299999999998,2.2581000000000024,1.0466999999999995,2.056099999999999,0.3186627,0.004806428296569298,99427.5,False,False,False,True
77.82756,-51.45331,21.3197,16.5335,14.341,13.3157,11.6923,anomaly,4.786200000000001,2.192500000000001,1.0252999999999997,1.6234000000000002,0.34986818,0.0026696235093489618,99426.0,False,False,False,True
57.40231,-52.79164,16.2457,12.9443,10.4033,9.108,8.2701,anomaly,3.3013999999999992,2.5410000000000004,1.2952999999999992,0.8379000000000012,0.23456222,0.014973528549548032,99424.5,False,False,True,False
61.12492,-58.60633,23.3828,19.8854,16.1017,14.2442,13.4342,anomaly,3.497399999999999,3.7836999999999996,1.8575000000000017,0.8099999999999987,0.40434974,-0.00034515861355499666,99424.5,False,False,False,True
63.87054,-43.8189,22.6922,19.6321,16.0096,14.9009,13.3209,anomaly,3.0600999999999985,3.6225000000000023,1.108699999999999,1.58,0.34547094,0.0026872337379687528,99421.5,True,False,False,False
39.36404,-41.15369,23.3464,18.4915,14.9329,13.6241,12.4087,anomaly,4.854900000000001,3.5585999999999984,1.3087999999999997,1.2154000000000007,0.3365743,0.00320215216967501,99420.0,False,False,False,True
42.9432,-43.82946,16.5582,12.691,10.4172,8.7184,7.5832,anomaly,3.8671999999999986,2.2738000000000014,1.6987999999999985,1.135200000000001,0.2925244,0.006798509640807193,99420.0,False,False,False,True
25.05237,-33.73596,20.679,15.72,12.5847,9.6729,8.1322,anomaly,4.958999999999998,3.135300000000001,2.9117999999999995,1.540700000000001,0.18974549,0.03541376253335016,99419.5,False,False,False,True
13.66589,-42.6989,20.7277,16.7246,12.862,11.399,9.5956,anomaly,4.0031,3.8625999999999987,1.463000000000001,1.8034,0.29187843,0.006801462695563143,99418.5,False,False,True,False
82.51143,-50.89872,19.4191,15.3599,11.445,9.8526,8.0311,anomaly,4.059200000000001,3.9148999999999994,1.5923999999999996,1.8215000000000003,0.3074359,0.0050090313694636235,99417.5,False,False,False,True
1.85904,-46.75815,16.0956,15.6128,14.0954,14.608,12.7951,anomaly,0.482800000000001,1.5174000000000003,-0.5126000000000008,1.8129000000000008,0.20841101,0.021572267024036362,99416.5,False,True,False,False
87.25793,-58.92262,16.4236,13.0337,10.4462,9.0259,7.3346,anomaly,3.389900000000001,2.5875000000000004,1.4202999999999992,1.6913,0.24999982,0.01102431618035482,99416.0,False,False,False,True
64.6709,-59.91006,17.4499,12.7281,10.1344,7.5909,6.7832,anomaly,4.7218,2.5937,2.543499999999999,0.8077000000000005,0.20251027,0.02385544641569315,99414.0,False,True,False,False
48.68315,-31.90794,18.7301,14.7169,10.8564,8.6848,7.0735,anomaly,4.013199999999999,3.8605,2.1716000000000015,1.611299999999999,0.27594286,0.007751841524856085,99410.0,False,False,False,True
70.45058,-62.0402,22.6967,19.5767,15.7955,14.1121,12.6359,anomaly,3.120000000000001,3.7811999999999983,1.6834000000000007,1.4762000000000004,0.38905433,-0.000870902851122346,99407.0,False,False,False,True
62.71614,-52.53581,22.6867,19.1469,17.0121,14.5166,12.9087,anomaly,3.5397999999999996,2.1347999999999985,2.4955,1.6079000000000008,0.29202905,0.005325790257632801,99400.0,False,False,False,True
72.02794,-49.28321,21.4187,17.8582,15.712,12.8142,11.3615,anomaly,3.560500000000001,2.1462000000000003,2.8978,1.4527,0.36788183,2.0337770026856994e-05,99400.0,False,False,False,True
85.59513,-34.66109,20.0853,15.1981,12.7446,10.1222,9.2542,anomaly,4.8872,2.4535,2.6224000000000007,0.8679999999999986,0.24112688,0.011622931435981032,99399.0,True,False,False,False
68.69853,-51.32997,22.6452,17.7208,14.9892,13.3084,12.7974,anomaly,4.924399999999999,2.7316000000000003,1.6807999999999996,0.511000000000001,0.34451395,0.0015667170946666031,99398.0,False,False,False,True
41.04642,-58.17038,18.2472,15.164,13.0066,11.7474,10.7811,anomaly,3.0831999999999997,2.157399999999999,1.2591999999999999,0.9663000000000004,0.4850944,-0.004974936471201397,99395.0,False,False,False,True
18.7286,-30.05956,17.7006,14.5496,12.161,10.7886,9.1596,anomaly,3.1510000000000016,2.3886000000000003,1.372399999999999,1.6290000000000013,0.37256134,-0.0008575909260832848,99393.5,False,False,False,True
66.1426,-44.58533,18.4506,13.5578,11.0383,9.9849,8.4724,anomaly,4.892800000000001,2.5195000000000007,1.0534,1.5124999999999993,0.2103441,0.01912189728335678,99393.5,False,False,False,True
65.1334,-35.47317,23.2945,18.714,15.1653,13.7424,11.8529,anomaly,4.580500000000001,3.5486999999999984,1.4229000000000003,1.8895,0.22827785,0.013781573610854303,99393.0,False,False,True,False
44.0326,-46.10673,20.5983,15.7051,13.168,10.3989,9.5029,anomaly,4.893199999999998,2.5371000000000006,2.7691,0.895999999999999,0.22330175,0.014793153344348053,99393.0,False,False,False,True
21.08626,-46.89357,17.2706,13.6954,11.2252,8.3078,6.6081,anomaly,3.5752000000000024,2.4702,2.917399999999999,1.6997,0.19426648,0.02667722276306994,99393.0,False,False,False,True
62.46636,-30.8139,20.2721,16.711,14.6186,12.553,10.6263,anomaly,3.5610999999999997,2.092399999999998,2.0656,1.9267000000000003,0.36497462,-0.0002111166495686323,99391.5,False,False,True,False
46.49435,-34.04394,23.5972,23.4669,20.5371,21.5314,20.0128,anomaly,0.13030000000000186,2.9298,-0.9943000000000026,1.5186000000000028,0.27821168,0.0061896441904810695,99391.5,False,True,False,False
86.03793,-59.70302,18.3787,13.7933,11.6761,10.2279,9.6447,anomaly,4.585399999999998,2.1172000000000004,1.4482,0.5831999999999997,0.27309734,0.006385247833950669,99388.5,False,False,False,True
10.99983,-45.9844,19.6612,14.6602,11.696,8.9077,7.23,anomaly,5.001000000000001,2.9642,2.7882999999999996,1.6776999999999997,0.18660143,0.03231906554092334,99386.0,False,False,False,True
34.00295,-44.81821,23.9391,19.4708,17.1683,15.1894,14.66,anomaly,4.468299999999999,2.302500000000002,1.9788999999999994,0.529399999999999,0.2520607,0.008375948766362828,99385.0,False,False,False,True
5.87203,-36.14167,19.7694,15.9046,12.0283,10.7235,8.8553,anomaly,3.8648000000000007,3.8763000000000005,1.3048000000000002,1.8681999999999999,0.26413682,0.007045424700481084,99383.5,False,True,False,False
72.21542,-58.9154,20.8912,16.0511,12.7205,9.9809,9.3285,anomaly,4.8401,3.3306000000000022,2.7395999999999994,0.6524000000000001,0.19706647,0.022952079791015767,99382.5,False,False,False,True
52.72362,-31.83263,23.0247,19.8279,16.055,14.3866,13.7772,anomaly,3.1967999999999996,3.7729,1.6684,0.609399999999999,0.5649291,-0.006922429268841679,99382.0,False,True,False,False
73.08279,-54.3187,21.7171,17.2427,15.0197,13.9815,12.1166,anomaly,4.474399999999999,2.222999999999999,1.0381999999999998,1.8649000000000004,0.3227828,0.0018577735178426646,99380.0,False,True,False,False
88.43861,-60.72246,23.6028,20.2873,16.6599,15.0382,13.7302,anomaly,3.3155,3.627399999999998,1.6217000000000006,1.3079999999999998,0.2793244,0.005046557644633465,99379.0,True,False,False,False
28.97243,-59.75932,16.2214,12.8249,10.1702,7.7497,6.4411,anomaly,3.3964999999999996,2.6547,2.4204999999999997,1.3086000000000002,0.21133485,0.01743784225342726,99379.0,False,False,False,True
52.47818,-61.22628,23.6286,20.2768,16.6307,13.709,12.4196,anomaly,3.3517999999999972,3.6461000000000006,2.9217000000000013,1.2893999999999988,0.190025,0.028148921832205853,99378.0,False,False,False,True
58.0228,-30.3131,23.1206,18.3563,15.3729,12.4715,11.3922,anomaly,4.764299999999999,2.9834000000000014,2.901399999999999,1.0793,0.21186726,0.017022053215354105,99376.0,True,False,False,False
15.73357,-43.77355,22.0863,17.1222,14.7831,12.5705,11.5935,anomaly,4.964100000000002,2.3391,2.2126,0.9769999999999985,0.3324238,0.0005857440141364689,99375.0,False,False,False,True
49.44149,-61.35716,16.682,12.3312,8.5118,6.0243,5.1856,anomaly,4.350799999999998,3.8194000000000017,2.487499999999999,0.8387000000000002,0.16810946,0.061069134217399235,99373.5,False,False,False,True
77.91976,-33.52084,22.6382,18.562,16.4746,14.2884,12.4401,anomaly,4.0762,2.0874000000000024,2.1861999999999995,1.8483,0.28239945,0.004368236235333334,99370.5,False,False,True,False
