source_id,type,flux_soft,flux_medium,flux_hard,log_flux_soft,log_flux_medium,log_flux_hard,hr1,hr2,extent,log_extent,variability_index,pileup_fraction,ra,dec,recon_error,error_sigma,xray_class
46414,xrb,1.5054223293603947e-14,4.925860255410982e-15,6.855787398996458e-15,-13.8223,-14.3075,-14.1639,-0.5069,0.1638,0.264,-0.5781,4.551,0.0594,101.94238,69.53925,0.3229266,6.609793,unclassified
24987,xrb,8.963170546566383e-16,6.247530572311966e-15,1.9331738087505287e-14,-15.0475,-14.2043,-13.7137,0.7491,0.5115,0.059,-1.0,4.538,0.0119,197.90401,-80.20631,0.3228972,6.6091037,ultra_hard
87,anomaly,3.4831211877162117e-12,4.025562668483569e-14,9.17677852343786e-16,-11.458,-13.3952,-15.0373,-0.9771,-0.9554,0.174,-0.76,1.299,0.1279,213.98251,-20.94979,0.3214019,6.574068,ultra_soft
28528,anomaly,1.4255369911816081e-12,3.0836897686743613e-15,2.870081247327948e-15,-11.846,-14.5109,-14.5421,-0.9957,-0.0359,0.156,-0.808,3.723,0.0231,117.79222,58.94965,0.32127085,6.5709977,unclassified
17633,anomaly,5.878749166832662e-13,6.0463202631785635e-15,4.241398015873325e-17,-12.2307,-14.2185,-16.3725,-0.9796,-0.9861,0.154,-0.8112,3.904,0.1401,43.04617,-61.33803,0.32004496,6.542274,ultra_soft
16977,anomaly,6.180400081403465e-14,1.2854768140196237e-13,4.854895863416209e-12,-13.209,-12.8909,-11.3138,0.3506,0.9484,0.068,-1.0,2.828,0.1205,256.21342,77.71589,0.31849286,6.5059075,ultra_hard
61568,anomaly,4.206404328542843e-12,3.682484197365636e-14,2.5052011417351934e-15,-11.3761,-13.4339,-14.6012,-0.9826,-0.8726,0.082,-1.0,2.014,0.0124,40.3985,81.53834,0.31792647,6.4926367,ultra_soft
67562,anomaly,6.594985908465184e-12,7.872114721614001e-15,2.1727770445285147e-14,-11.1808,-14.1039,-13.663,-0.9976,0.4681,0.314,-0.5028,2.907,0.0471,194.54783,-9.75936,0.31625205,6.453404,unclassified
67576,xrb,2.3332741675638486e-15,5.600431820736502e-15,1.7157895729536792e-14,-14.632,-14.2518,-13.7655,0.4118,0.5078,0.058,-1.0,4.054,0.1334,246.07173,81.34919,0.31566608,6.4396744,ultra_hard
41527,xrb,1.3729816407989722e-14,1.2223044282501607e-14,6.397919504963032e-16,-13.8623,-13.9128,-15.194,-0.0581,-0.9005,0.516,-0.287,3.66,0.0941,200.5944,-40.74975,0.31437522,6.4094286,unclassified
41888,anomaly,1.0333381642010497e-12,5.497976887603899e-15,6.316807600661906e-16,-11.9858,-14.2598,-15.1995,-0.9894,-0.7939,0.131,-0.8811,2.431,0.0453,284.89273,-61.97942,0.31366104,6.392695,ultra_soft
26058,anomaly,2.0838558438031653e-15,3.791719818175948e-15,2.825229695093792e-13,-14.6811,-14.4212,-12.5489,0.2907,0.9735,0.101,-0.9945,0.965,0.0884,39.22875,42.48574,0.31353775,6.389806,ultra_hard
51025,anomaly,6.953182699833158e-12,1.879904525662922e-13,4.228257192864679e-15,-11.1578,-12.7259,-14.3738,-0.9474,-0.956,2.5,0.398,2.644,0.0068,313.8974,12.96299,0.31299034,6.37698,ultra_soft
61985,anomaly,3.788668199616941e-12,8.280240267826384e-14,3.537990056177839e-15,-11.4215,-13.082,-14.4512,-0.9572,-0.918,0.259,-0.5868,1.472,0.0582,306.0423,-80.62129,0.31263137,6.368569,ultra_soft
14748,anomaly,2.1399452378472735e-13,4.0068001341527257e-14,3.155524190859522e-14,-12.6696,-13.3972,-13.5009,-0.6846,-0.1189,0.068,-1.0,19.772,0.108,145.89679,-85.86672,0.31236643,6.3623614,extreme_variable
43497,xrb,1.77674760100562e-14,1.092870880632514e-14,1.5349465914881597e-15,-13.7504,-13.9614,-14.8139,-0.2383,-0.7537,0.06,-1.0,3.788,0.1224,284.50955,-20.83726,0.31167117,6.346071,unclassified
5961,agn,1.982045319077742e-14,1.8225963625423942e-14,2.5680711708590757e-14,-13.7029,-13.7393,-13.5904,-0.0419,0.1698,0.007,-1.0,3.914,0.099,220.37065,-65.88209,0.31126833,6.3366323,unclassified
72529,anomaly,8.392335457390404e-12,2.514661430420509e-14,8.284153210118103e-14,-11.0761,-13.5995,-13.0818,-0.994,0.5343,0.333,-0.4777,3.224,0.0381,197.37861,48.60639,0.31113973,6.333619,unclassified
62962,agn,6.522703576668644e-16,9.495426956996752e-13,7.505362614037825e-13,-15.1856,-12.0225,-12.1246,0.9986,-0.1171,1.401,0.1465,3.35,0.0985,202.99299,-84.41527,0.3107654,6.3248477,unclassified
70386,anomaly,8.424323211525142e-13,9.81552742675368e-16,7.923334179905991e-16,-12.0745,-15.0081,-15.1011,-0.9977,-0.1067,2.358,0.3725,4.549,0.016,328.83748,71.63773,0.30940408,6.2929516,unclassified
7488,anomaly,7.472005203141715e-16,1.1087511834023094e-14,3.3820063572579637e-13,-15.1266,-13.9552,-12.4708,0.8737,0.9365,0.106,-0.9728,0.827,0.1588,75.89374,-17.03253,0.30928165,6.290083,ultra_hard
65131,agn,1.4412972433083517e-14,1.2949681364113206e-13,1.8735442514675558e-13,-13.8412,-12.8877,-12.7273,0.7997,0.1826,1.861,0.2697,3.734,0.078,16.15807,35.71913,0.30897328,6.282858,unclassified
47948,agn,2.0909270366125007e-15,1.2009336777954614e-15,1.6516510463619705e-15,-14.6797,-14.9205,-14.7821,-0.2704,0.158,0.005,-1.0,1.662,0.0992,127.53501,-32.02891,0.30824608,6.2658186,unclassified
13363,anomaly,9.196810828266046e-13,1.4147293877728486e-15,1.8393367819105594e-17,-12.0364,-14.8493,-16.7353,-0.9969,-0.9743,0.178,-0.7493,2.127,0.1146,107.25097,-3.18147,0.30789214,6.257526,ultra_soft
11155,anomaly,7.0032275301881856e-15,6.76668975691092e-13,9.03219279388838e-12,-14.1547,-12.1696,-11.0442,0.9795,0.8606,0.143,-0.8439,2.903,0.17,158.66927,-77.78226,0.30723488,6.242126,ultra_hard
29919,anomaly,4.797311391665088e-13,7.668324733000196e-16,2.3067859292269447e-17,-12.319,-15.1153,-16.637,-0.9968,-0.9416,0.19,-0.7212,3.701,0.093,282.0845,2.68004,0.30645633,6.2238836,ultra_soft
56201,anomaly,4.208062875405975e-13,4.554976106173553e-16,7.688058745558978e-16,-12.3759,-15.3415,-15.1142,-0.9978,0.2559,0.169,-0.7722,2.32,0.1017,343.76893,73.60898,0.306446,6.2236414,unclassified
31201,anomaly,9.245332352744796e-13,1.0825525693499886e-14,3.7466977786321845e-16,-12.0341,-13.9656,-15.4264,-0.9769,-0.9331,0.097,-1.0,4.25,0.1413,349.27207,-14.29742,0.30580825,6.2086987,ultra_soft
24432,xrb,1.3072418811231016e-14,5.7000156090712085e-15,4.960109203271317e-15,-13.8836,-14.2441,-14.3045,-0.3927,-0.0694,0.384,-0.4161,4.819,0.0617,224.71813,-14.14423,0.30511847,6.192537,unclassified
57743,anomaly,3.017256779399385e-12,4.461944299153513e-13,6.55770374073821e-13,-11.5204,-12.3505,-12.1832,-0.7423,0.1902,0.064,-1.0,6.527,0.0919,27.4471,10.83442,0.30395636,6.165308,unclassified
74534,anomaly,8.32577159105033e-12,2.41132426352574e-13,5.1801914784945644e-14,-11.0796,-12.6177,-13.2857,-0.9437,-0.6463,0.85,-0.0703,4.179,0.0052,198.08256,34.92341,0.30358657,6.156644,ultra_soft
51066,anomaly,5.733164478229072e-14,2.5007266151198227e-14,2.1596969784710644e-12,-13.2416,-13.6019,-11.6656,-0.3926,0.9771,0.06,-1.0,2.882,0.0369,4.11197,30.4894,0.3028753,6.1399784,unclassified
15593,anomaly,6.706292416227241e-16,1.9425624576889467e-12,6.260902917975598e-12,-15.1735,-11.7116,-11.2034,0.9993,0.5264,0.343,-0.4652,2.255,0.19,351.33927,71.95374,0.3024742,6.13058,ultra_hard
51747,agn,1.1635486904916264e-18,8.794544807484394e-16,1.786861024236944e-15,-17.9342,-15.0558,-14.7479,0.9973,0.3403,0.085,-1.0,0.234,0.0009,351.41544,-62.06817,0.30146095,6.106839,heavily_absorbed
5076,anomaly,2.8470480633134642e-15,1.5493081837686873e-14,1.544232227015182e-13,-14.5456,-13.8099,-12.8113,0.6895,0.8176,0.054,-1.0,0.757,0.1841,269.5098,17.02067,0.30106896,6.0976543,ultra_hard
9267,anomaly,1.1418631436341763e-13,4.933233155565059e-16,1.6875528287252056e-18,-12.9424,-15.3069,-17.7727,-0.9914,-0.9932,0.066,-1.0,3.362,0.0818,275.54581,70.26596,0.30083603,6.0921965,ultra_soft
61220,xrb,1.5411981411095875e-14,8.498813811876933e-15,6.461233100585861e-15,-13.8121,-14.0706,-14.1897,-0.2891,-0.1362,0.506,-0.296,4.941,0.0664,80.36135,76.66172,0.30074242,6.0900035,unclassified
16482,anomaly,6.172578407959292e-14,2.784820245060622e-13,8.917100933939163e-12,-13.2095,-12.5552,-11.0498,0.6371,0.9394,0.007,-1.0,2.966,0.1365,98.88036,-55.32301,0.3003846,6.0816197,ultra_hard
30763,xrb,9.014482922530639e-16,5.7742788924620544e-15,1.1963692038294598e-14,-15.0451,-14.2385,-13.9221,0.7299,0.3489,0.021,-1.0,3.182,0.1213,38.54026,-8.55503,0.29953116,6.0616226,unclassified
6486,anomaly,3.2849546369649703e-15,2.9476144178450356e-14,2.1367035688627255e-13,-14.4835,-13.5305,-12.6703,0.7995,0.7575,0.109,-0.9636,0.999,0.1614,292.10082,9.81721,0.299382,6.058128,ultra_hard
60727,anomaly,9.844425821620185e-12,5.886511964391523e-12,5.3561441345389145e-12,-11.0068,-11.2301,-11.2711,-0.2516,-0.0472,5.771,0.7613,5.078,0.0991,136.75137,77.53725,0.299236,6.054707,unclassified
20048,xrb,3.1291991935316555e-15,7.363301909791304e-15,1.6536598654973026e-14,-14.5046,-14.1329,-13.7816,0.4035,0.3838,0.074,-1.0,4.343,0.0634,16.4418,-15.29215,0.2990483,6.050309,unclassified
39503,xrb,1.4329271087396996e-15,7.391193055142256e-15,1.074320693751579e-14,-14.8438,-14.1313,-13.9689,0.6752,0.1848,0.052,-1.0,2.183,0.1831,354.94197,25.46311,0.29882234,6.045015,unclassified
42229,xrb,1.122633230033976e-14,3.848723381656531e-15,2.7804633230835536e-15,-13.9498,-14.4147,-14.5559,-0.4894,-0.1611,0.17,-0.769,4.933,0.0302,158.30379,-89.64613,0.29818797,6.030151,unclassified
47781,anomaly,8.989283237594864e-10,6.292498266316405e-10,2.6967849712784593e-10,-9.0463,-9.2012,-9.5692,-0.1765,-0.4,0.038,-1.0,3.47,0.2365,199.92552,-14.05649,0.29818428,6.0300646,super_luminous
77807,anomaly,4.1803968516034647e-13,2.262230537411729e-15,8.771472009066908e-17,-12.3788,-14.6455,-16.0569,-0.9892,-0.9253,0.02,-1.0,2.263,0.0595,310.29935,-14.16435,0.29780966,6.021287,ultra_soft
44768,agn,1.519480813971743e-14,6.295355184848917e-13,1.9995681887315563e-12,-13.8183,-12.201,-11.6991,0.9529,0.5211,1.497,0.1752,2.263,0.0858,359.6966,-24.77893,0.29751587,6.0144033,ultra_hard
53332,anomaly,2.4838688621908397e-14,2.382611777588072e-14,2.228807331070036e-12,-13.6049,-13.6229,-11.6519,-0.0208,0.9788,0.173,-0.762,1.399,0.1631,2.71996,1.83452,0.2968281,5.998288,unclassified
17972,xrb,1.7296008211833527e-13,6.831583494938572e-14,3.545674134294669e-14,-12.7621,-13.1655,-13.4503,-0.4337,-0.3166,0.026,-1.0,2.494,0.1275,257.39025,-29.57716,0.29679856,5.9975963,unclassified
12687,agn,7.212192506657721e-14,1.2948667171897223e-12,2.2060793388855173e-12,-13.1419,-11.8878,-11.6564,0.8945,0.2603,1.26,0.1003,0.376,0.0778,157.05496,58.57877,0.29676944,5.996914,unclassified
39713,xrb,5.082373653250941e-16,6.127705931734675e-15,1.2172117353241503e-14,-15.2939,-14.2127,-13.9146,0.8468,0.3303,0.032,-1.0,4.325,0.0061,262.55913,-88.82363,0.2962885,5.985645,unclassified
60523,anomaly,3.1249070073789586e-15,2.0516092472963895e-13,1.2964255470386866e-12,-14.5052,-12.6879,-11.8873,0.97,0.7267,0.038,-1.0,2.366,0.1703,150.44055,-51.50233,0.29628325,5.9855223,ultra_hard
43240,xrb,1.0093983568779138e-14,3.4801195783070287e-15,1.6341656684393593e-15,-13.9959,-14.4584,-14.7867,-0.4872,-0.3609,0.095,-1.0,4.023,0.1644,50.56443,-85.66981,0.29579127,5.9739947,unclassified
65498,anomaly,2.6258099447280577e-12,7.812615124967624e-14,2.2859792998150105e-14,-11.5807,-13.1072,-13.6409,-0.9422,-0.5473,1.792,0.2533,4.653,0.0285,338.5825,-22.06142,0.29570103,5.9718804,ultra_soft
14300,anomaly,1.4086533289115588e-16,1.0493065796950179e-13,6.592225382911653e-13,-15.8512,-12.9791,-12.181,0.9973,0.7254,1.926,0.2846,1.085,0.101,333.37667,4.75676,0.2954463,5.965912,ultra_hard
55342,anomaly,2.1852885272090527e-12,3.5258040699687013e-14,3.961176136761352e-17,-11.6605,-13.4527,-16.4022,-0.9682,-0.9978,0.174,-0.7587,3.412,0.1426,52.30582,-5.2031,0.29537204,5.964172,ultra_soft
46347,agn,9.188490937833061e-17,7.07255690764135e-14,8.926990383218332e-14,-16.0368,-13.1504,-13.0493,0.9974,0.1159,1.67,0.2227,3.96,0.0934,173.50732,70.75855,0.29432285,5.9395885,unclassified
14981,anomaly,9.578443871722285e-12,1.3290134019202691e-14,5.833880734524359e-14,-11.0187,-13.8765,-13.234,-0.9972,0.6289,1.192,0.0763,3.679,0.026,148.09051,-60.48391,0.29392332,5.9302273,unclassified
28154,anomaly,3.090733778779927e-12,5.971455583381098e-14,3.3491654559471087e-17,-11.5099,-13.2239,-16.4751,-0.9621,-0.9989,0.167,-0.7772,4.068,0.0053,148.85275,64.80989,0.29270145,5.9015985,ultra_soft
22487,anomaly,4.5972540909766255e-12,2.1114812873085438e-12,1.6203590426490905e-13,-11.3375,-11.6754,-12.7904,-0.3705,-0.8575,0.019,-1.0,16.825,0.1372,300.73307,-6.18612,0.29236194,5.8936434,extreme_variable
13498,anomaly,1.5507556816806612e-13,3.630489613976325e-14,4.863754006848517e-14,-12.8095,-13.44,-13.313,-0.6206,0.1452,0.108,-0.9668,18.779,0.0484,292.77001,85.37673,0.29216912,5.889126,extreme_variable
8628,anomaly,1.2504951311350841e-13,2.638228923866452e-13,8.060479105581536e-12,-12.9029,-12.5787,-11.0936,0.3569,0.9366,1.927,0.2848,1.554,0.0727,237.89157,-11.04297,0.29205883,5.8865414,ultra_hard
68609,anomaly,3.409205618002412e-12,3.451447193570408e-15,2.8379607627618016e-15,-11.4673,-14.462,-14.547,-0.998,-0.0975,0.115,-0.9376,2.687,0.0323,280.41598,-20.44931,0.2916268,5.876419,unclassified
15867,anomaly,1.6888356555504655e-12,2.207492297821494e-14,6.979291002108097e-15,-11.7724,-13.6561,-14.1562,-0.9742,-0.5196,0.132,-0.8795,4.26,0.0513,259.64324,79.02026,0.2916246,5.876367,ultra_soft
29343,anomaly,1.0944523946683615e-12,7.194945589370915e-13,1.7403536753764128e-14,-11.9608,-12.143,-13.7594,-0.2067,-0.9528,0.106,-0.9764,16.817,0.1336,13.31114,29.74286,0.2904429,5.8486795,extreme_variable
11004,xrb,1.0242416186961283e-13,3.439697027369954e-14,1.2927376695270989e-14,-12.9896,-13.4635,-13.8885,-0.4972,-0.4537,0.128,-0.894,2.938,0.1013,344.99074,36.78609,0.28981322,5.8339257,unclassified
14087,anomaly,9.22955596339941e-12,3.8240421629041435e-12,1.133361333592969e-11,-11.0348,-11.4175,-10.9456,-0.4141,0.4954,6.942,0.8415,9.792,0.0946,246.17869,89.10319,0.28945845,5.825613,extreme_variable
20287,anomaly,1.043478737804999e-13,3.7228440845303484e-16,3.312476855909204e-17,-12.9815,-15.4291,-16.4798,-0.9929,-0.8366,0.007,-1.0,2.701,0.0082,46.25177,-63.57318,0.28925905,5.820941,ultra_soft
23574,xrb,3.9247897165865765e-15,9.510695443860341e-15,1.872078726199356e-14,-14.4062,-14.0218,-13.7277,0.4158,0.3262,0.334,-0.4757,4.695,0.0481,254.64239,62.18231,0.28911954,5.8176723,unclassified
31917,anomaly,3.0629529842667126e-12,3.167753906934395e-13,5.482261879087613e-13,-11.5139,-12.4992,-12.261,-0.8125,0.2676,0.185,-0.7324,15.691,0.0182,132.93618,-24.04438,0.28885987,5.8115883,extreme_variable
28052,anomaly,5.555618374924574e-13,9.865610880040146e-14,1.642131290815193e-13,-12.2553,-13.0059,-12.7846,-0.6984,0.2494,1.549,0.1901,5.683,0.1292,311.1604,-46.03997,0.2881235,5.794334,unclassified
48322,xrb,1.3029869913007856e-14,7.377189853184076e-15,2.9310925955717877e-15,-13.8851,-14.1321,-14.533,-0.277,-0.4313,0.129,-0.8901,3.789,0.0822,8.6628,-74.65617,0.28778443,5.78639,unclassified
56704,agn,8.249397925922801e-15,2.4871934216026706e-13,5.076976941999215e-13,-14.0836,-12.6043,-12.2944,0.9358,0.3424,1.941,0.288,0.872,0.0844,270.3971,55.31628,0.28738156,5.7769504,unclassified
59420,anomaly,2.070673220227077e-12,2.5279260829536055e-14,1.0202209443554494e-14,-11.6839,-13.5972,-13.9913,-0.9759,-0.4249,0.215,-0.6668,4.929,0.0607,257.09272,60.19593,0.28675708,5.762318,ultra_soft
3944,anomaly,1.5291114210119344e-16,3.563270184947418e-15,1.2340392566421957e-13,-15.8156,-14.4482,-12.9087,0.9177,0.9439,0.203,-0.692,0.196,0.0033,247.89477,-1.27071,0.28672233,5.761504,ultra_hard
60758,agn,1.3958851267557792e-14,2.072792789880886e-14,3.011219641040017e-14,-13.8552,-13.6834,-13.5213,0.1951,0.1846,0.257,-0.5903,3.988,0.0978,210.26497,25.05981,0.28640088,5.7539725,unclassified
22611,xrb,5.339250472479248e-16,5.415356233610815e-15,1.1517328505671855e-14,-15.2725,-14.2664,-13.9386,0.8205,0.3604,0.907,-0.0424,4.984,0.0873,115.93099,46.96584,0.28487438,5.7182055,unclassified
6925,anomaly,9.422664764909102e-12,1.7697305459780588e-14,6.038563572963131e-15,-11.0258,-13.7521,-14.2191,-0.9963,-0.4912,1.708,0.2326,1.262,0.1495,271.72968,-19.36207,0.28464884,5.7129207,ultra_soft
15033,anomaly,1.238290513272549e-12,3.0031137605586805e-15,3.459899934190966e-15,-11.9072,-14.5224,-14.4609,-0.9952,0.0707,2.965,0.472,4.593,0.1346,137.88532,54.57869,0.28416938,5.701687,unclassified
44937,anomaly,4.897016440321245e-13,3.7670863160303586e-13,5.613239183945523e-15,-12.3101,-12.424,-14.2508,-0.1304,-0.9706,0.063,-1.0,15.139,0.0246,176.66145,7.61402,0.284077,5.699522,extreme_variable
73413,xrb,1.1382121746084594e-14,1.118387653235505e-14,1.3504435007117962e-15,-13.9438,-13.9514,-14.8695,-0.0088,-0.7845,0.394,-0.4046,2.928,0.0846,127.55452,41.46511,0.28386137,5.69447,unclassified
46379,anomaly,6.191361269221419e-12,1.0418941497297189e-13,2.739923150323088e-14,-11.2082,-12.9822,-13.5623,-0.9669,-0.5836,0.271,-0.5677,2.59,0.0603,328.37451,70.2268,0.2823381,5.658779,ultra_soft
32365,agn,2.934569660136045e-14,1.9261191175289057e-14,2.2545055490087243e-14,-13.5325,-13.7153,-13.6469,-0.2075,0.0785,0.086,-1.0,3.739,0.0673,101.29006,-26.97691,0.28221807,5.6559663,unclassified
65561,agn,1.7254207682511208e-13,1.2702916876069697e-13,2.0718790211774776e-13,-12.7631,-12.8961,-12.6836,-0.1519,0.2398,1.94,0.2878,3.738,0.0588,106.71996,-82.2893,0.28194597,5.649591,unclassified
58314,anomaly,2.4464336565997315e-13,3.94502615463929e-15,1.4102395504157262e-15,-12.6115,-14.404,-14.8507,-0.9683,-0.4733,2.638,0.4213,4.057,0.0009,122.46614,-15.88652,0.2819398,5.6494465,ultra_soft
34921,anomaly,1.4630724301425467e-12,1.058951411968404e-12,3.838886831341589e-14,-11.8347,-11.9751,-13.4158,-0.1602,-0.93,0.115,-0.9394,17.205,0.1339,330.38224,63.57422,0.2816637,5.6429768,extreme_variable
51221,anomaly,1.567215600678076e-12,1.837303641489319e-15,5.661279095435824e-16,-11.8049,-14.7358,-15.2471,-0.9977,-0.5289,0.165,-0.7826,4.253,0.0611,21.6566,-44.84562,0.28101927,5.6278777,ultra_soft
49689,anomaly,1.682366467709799e-14,1.417400317775627e-13,6.826195026375791e-12,-13.7741,-12.8485,-11.1658,0.7878,0.9593,0.075,-1.0,1.702,0.1161,274.47048,66.68155,0.28070328,5.620474,ultra_hard
602,anomaly,9.163449235065704e-12,7.63169371794661e-14,2.2012592042366084e-14,-11.0379,-13.1174,-13.6573,-0.9835,-0.5523,0.257,-0.5904,1.734,0.1138,38.86648,-77.46374,0.28038806,5.613088,ultra_soft
67447,anomaly,2.1808597229473734e-12,2.9051749461378696e-13,5.6170976309496844e-14,-11.6614,-12.5368,-13.2505,-0.7649,-0.676,0.039,-1.0,14.87,0.1408,330.96309,-44.76976,0.2801087,5.606542,ultra_soft
72870,xrb,7.90095124371585e-16,9.358583540030497e-15,1.5066382243107384e-14,-15.1023,-14.0288,-13.822,0.8443,0.2337,0.884,-0.0534,5.379,0.0118,167.393,14.26092,0.27998507,5.603646,unclassified
53980,xrb,1.6084311235950543e-14,1.1619687276245397e-14,3.71771747283397e-15,-13.7936,-13.9348,-14.4297,-0.1612,-0.5152,0.129,-0.8899,3.929,0.0991,240.09073,-67.95926,0.27995962,5.6030493,unclassified
69523,anomaly,4.565801217819793e-13,1.6683565835719898e-13,8.916077525526609e-15,-12.3405,-12.7777,-14.0498,-0.4648,-0.8985,0.108,-0.9666,19.907,0.1355,292.2904,-58.29473,0.27991062,5.6019015,extreme_variable
67400,anomaly,5.944361966155149e-15,2.7380922242518496e-12,9.068870767074396e-12,-14.2259,-11.5626,-11.0424,0.9957,0.5362,1.16,0.0643,0.153,0.1631,16.16407,-23.4618,0.2793432,5.588606,ultra_hard
22152,agn,9.911098075354044e-16,9.597251210746003e-16,2.6085674617910576e-15,-15.0039,-15.0179,-14.5836,-0.0161,0.4621,0.008,-1.0,0.036,0.0911,132.26418,54.3584,0.27865252,5.5724235,unclassified
35794,anomaly,2.2497420047675085e-13,5.373596443773283e-14,7.087460439026179e-14,-12.6479,-13.2697,-13.1495,-0.6144,0.1375,1.544,0.1886,5.559,0.0337,178.05568,-87.82555,0.27859893,5.571168,unclassified
75016,anomaly,3.782502511491418e-12,7.302125936887702e-15,3.781026281604517e-15,-11.4222,-14.1366,-14.4224,-0.9961,-0.3177,2.647,0.4228,1.169,0.1376,89.21787,-12.98676,0.2782119,5.562099,ultra_soft
47020,anomaly,1.9074160741903332e-14,1.097193273758669e-13,5.290234852441662e-12,-13.7196,-12.9597,-11.2765,0.7038,0.9594,1.736,0.2395,2.806,0.0784,8.94575,-73.78256,0.27789965,5.5547833,ultra_hard
14659,anomaly,4.5355579986195463e-13,6.893070022965294e-14,1.4352919472423857e-14,-12.3434,-13.1616,-13.8431,-0.7361,-0.6553,0.017,-1.0,18.677,0.146,179.28188,-79.33284,0.27691147,5.5316296,ultra_soft
33135,xrb,3.57984984956204e-14,1.5741062600130076e-14,1.6470101166158235e-14,-13.4461,-13.803,-13.7833,-0.3892,0.0226,0.205,-0.6879,2.449,0.1074,162.97019,74.23425,0.27667868,5.526175,unclassified
8222,anomaly,3.518192613378619e-12,1.7358349508427974e-12,7.438287329565079e-13,-11.4537,-11.7605,-12.1285,-0.3392,-0.4001,0.119,-0.9228,19.803,0.132,280.75394,-11.88331,0.27650043,5.5219984,extreme_variable
41260,anomaly,8.537596877936987e-13,2.345202776524565e-15,1.207741344783561e-16,-12.0687,-14.6298,-15.918,-0.9945,-0.902,0.184,-0.7354,2.659,0.1394,6.16408,36.80111,0.27641115,5.5199065,ultra_soft
65799,anomaly,2.6386889802672633e-12,3.7219813102936585e-15,1.1903577968129103e-15,-11.5786,-14.4292,-14.9243,-0.9972,-0.5154,0.152,-0.8176,4.678,0.0582,195.23007,-9.47331,0.2759728,5.509636,ultra_soft
11061,xrb,1.4786860390449769e-15,4.789049139627081e-15,1.3390724566940626e-14,-14.8301,-14.3198,-13.8732,0.5282,0.4731,0.119,-0.925,4.058,0.0912,91.16198,-34.05519,0.27585298,5.5068283,unclassified
65263,anomaly,2.8366603863729944e-16,1.2630390879743072e-14,2.007490446658588e-13,-15.5472,-13.8986,-12.6973,0.9561,0.8816,0.001,-1.0,2.299,0.1457,0.00733,-31.02133,0.2755136,5.498876,ultra_hard
44062,anomaly,1.208712555643018e-13,1.4119948585204837e-13,4.869277941069588e-14,-12.9177,-12.8502,-13.3125,0.0776,-0.4872,25.789,1.4114,14.594,0.0938,220.54398,-31.5225,0.2754326,5.4969783,extended_transient
25941,xrb,5.118856789424344e-15,8.259160349935273e-15,2.3962789372209673e-14,-14.2908,-14.0831,-13.6205,0.2347,0.4874,0.349,-0.4576,4.774,0.0698,165.85702,27.53973,0.27513307,5.4899607,unclassified
38142,anomaly,1.4253116388091144e-14,1.9288848283587218e-13,5.58092723135387e-12,-13.8461,-12.7147,-11.2533,0.8624,0.9332,0.142,-0.8467,2.039,0.173,17.75231,56.87498,0.27499598,5.486748,ultra_hard
28788,anomaly,1.8802376640286584e-12,2.8543325593498357e-13,3.6830143145244647e-13,-11.7258,-12.5445,-12.4338,-0.7364,0.1268,0.052,-1.0,12.641,0.0498,16.60949,-44.8046,0.2744236,5.473337,extreme_variable
28850,anomaly,2.5594990193565045e-12,1.2150094859775743e-12,5.808681047726966e-14,-11.5918,-11.9154,-13.2359,-0.3562,-0.9087,0.013,-1.0,17.171,0.0913,207.15892,-21.88477,0.2742772,5.4699073,extreme_variable
16542,xrb,4.228337665000667e-14,2.0114040168702834e-14,3.5491387606418197e-15,-13.3738,-13.6965,-14.4499,-0.3553,-0.7,0.023,-1.0,3.241,0.1188,112.36256,80.29639,0.27363107,5.4547677,unclassified
72113,xrb,1.1919411732913542e-14,1.0040332972008937e-14,3.886710931157418e-15,-13.9237,-13.9983,-14.4104,-0.0856,-0.4418,0.512,-0.2911,4.241,0.0788,96.41527,84.1278,0.2734927,5.451525,unclassified
47548,anomaly,4.304568259745969e-14,1.314054210412471e-13,6.182008292701723e-14,-13.3661,-12.8814,-13.2089,0.5065,-0.3601,7.403,0.8694,12.813,0.0205,79.95385,39.34942,0.27306822,5.44158,extreme_variable
59424,xrb,3.1255351865114733e-15,8.913919127929448e-15,1.053148077323928e-14,-14.5051,-14.0499,-13.9775,0.4808,0.0832,0.019,-1.0,2.592,0.1227,60.69303,-54.78865,0.2726481,5.431736,unclassified
27555,anomaly,3.6497752564998555e-12,1.0809050031446055e-12,7.66964708526811e-14,-11.4377,-11.9662,-13.1152,-0.543,-0.8675,0.081,-1.0,17.086,0.0999,25.91275,16.53554,0.272572,5.429953,extreme_variable
40442,anomaly,1.200173142346839e-16,1.304502942109682e-14,1.1491493827546883e-13,-15.9208,-13.8846,-12.9396,0.9818,0.7961,0.059,-1.0,2.483,0.1455,216.04442,-33.08878,0.27149326,5.4046774,ultra_hard
19270,anomaly,2.9840823738874305e-12,8.141168066387555e-14,1.4100717594991079e-14,-11.5252,-13.0893,-13.8508,-0.9469,-0.7047,0.331,-0.4799,1.448,0.0148,285.79343,48.01122,0.27144298,5.403499,ultra_soft
63080,anomaly,2.098902815713474e-12,3.1079666922951236e-13,8.454187698727378e-14,-11.678,-12.5075,-13.0729,-0.742,-0.5723,0.087,-1.0,17.598,0.1076,333.17671,57.02658,0.27141935,5.4029455,ultra_soft
