source_id,type,mag_F115W,mag_F150W,mag_F200W,mag_F277W,mag_F356W,mag_F444W,F115W_F150W,F150W_F200W,F200W_F277W,F277W_F356W,F356W_F444W,lya_ew,continuum_slope,balmer_break,oiii_ew,ha_ew,photo_z,ra,dec,recon_error,error_sigma,jwst_class
42751,dropout,35.0,35.0,26.914,26.584,27.053,26.764,0.0,72.0862,0.3303,-0.4699,0.2894,1.89,-2.981,0.394,1624.57,0.0,13.127,359.84572,-64.49493,10.923211,6.9569564,high_z_dropout_candidate
11684,dropout,35.0,26.562,26.872,26.581,26.673,27.086,72.4383,-0.31,0.2911,-0.0924,-0.4132,16.09,-2.107,0.816,444.35,0.0,10.026,254.86418,7.03981,10.907798,6.946552,high_z_dropout_candidate
45067,anomaly,23.2,25.561,26.65,23.254,25.573,24.152,-2.3609,-1.0893,3.3959,-2.3186,1.421,119.88,2.793,2.192,92.27,130.85,10.886,212.58758,35.50387,10.877756,6.9262724,ultra_high_z_candidate
15729,dropout,35.0,27.001,26.703,26.75,26.553,26.752,71.9988,0.2987,-0.0478,0.1972,-0.1988,141.33,-2.773,0.705,294.15,0.0,9.189,325.25917,-32.37693,10.8631935,6.9164424,high_z_dropout_candidate
12523,dropout,35.0,27.006,26.729,26.783,27.044,27.003,71.9939,0.2773,-0.0547,-0.2604,0.0408,127.06,-1.737,0.341,375.52,0.0,9.388,32.84846,-74.29407,10.840383,6.901044,high_z_dropout_candidate
22583,dropout,35.0,27.055,26.937,27.15,26.849,27.417,71.9448,0.118,-0.2127,0.3012,-0.5683,132.07,-2.006,0.757,187.17,0.0,10.196,105.84964,50.70804,10.83603,6.8981056,high_z_dropout_candidate
31690,dropout,35.0,26.683,27.023,26.8,26.828,26.748,72.3172,-0.3404,0.2231,-0.0278,0.0797,71.93,-1.899,0.822,43.11,0.0,9.262,279.4789,-1.88623,10.832348,6.89562,high_z_dropout_candidate
42045,dropout,35.0,26.662,26.951,26.547,27.18,27.032,72.3383,-0.2897,0.4045,-0.6335,0.1488,9.69,-2.892,0.828,201.75,0.0,9.765,97.31546,42.19287,10.819562,6.886989,high_z_dropout_candidate
42873,dropout,35.0,26.726,26.584,26.987,26.694,26.648,72.2737,0.1423,-0.4032,0.2931,0.0458,69.03,-1.969,0.641,57.76,0.0,9.157,124.15291,1.28588,10.794335,6.86996,high_z_dropout_candidate
36605,anomaly,30.008,29.521,27.012,30.5,27.008,29.435,0.4875,2.5085,-3.4879,3.4927,-2.4271,33.31,-2.901,0.674,68.33,25.37,11.563,220.64332,-83.83924,10.771496,6.8545423,ultra_high_z_candidate
10989,dropout,35.0,27.283,26.698,27.169,27.636,27.013,71.7168,0.5856,-0.4719,-0.4666,0.6231,42.41,-2.416,0.693,781.6,0.0,9.668,77.14969,-58.42364,10.769871,6.8534455,high_z_dropout_candidate
31941,dropout,35.0,26.753,26.878,26.899,27.429,26.84,72.2472,-0.1247,-0.0219,-0.5297,0.5887,49.4,-2.232,0.798,183.96,0.0,10.13,147.34009,-73.23143,10.759037,6.8461323,high_z_dropout_candidate
31515,anomaly,23.425,23.139,25.416,22.117,24.885,22.277,0.2854,-2.2765,3.2984,-2.7683,2.6083,158.04,-1.526,3.182,39.2,226.81,12.963,37.97701,11.0655,10.757486,6.8450856,ultra_high_z_candidate
49957,dropout,35.0,26.825,26.975,27.018,26.649,26.743,72.1751,-0.1501,-0.0431,0.3688,-0.0939,68.86,-1.528,0.557,616.54,0.0,10.04,281.96865,62.54746,10.756682,6.8445425,high_z_dropout_candidate
13419,dropout,35.0,27.118,26.778,26.806,26.31,26.519,71.882,0.3396,-0.0276,0.4963,-0.2096,140.75,-2.283,0.697,486.97,0.0,9.325,84.30389,-83.62814,10.742853,6.8352075,high_z_dropout_candidate
47786,dropout,35.0,28.222,26.421,26.371,26.742,25.959,70.7782,1.8005,0.0499,-0.3706,0.7829,204.06,-2.948,0.562,650.29,0.0,10.88,333.40849,-80.0656,10.73791,6.8318706,high_z_dropout_candidate
9721,dropout,35.0,26.752,26.978,26.528,27.231,27.022,72.2478,-0.2261,0.45,-0.7032,0.2093,8.29,-1.922,0.686,185.23,0.0,9.276,316.75362,8.89195,10.680942,6.7934146,high_z_dropout_candidate
18784,dropout,35.0,27.005,27.198,27.623,27.172,27.164,71.9947,-0.193,-0.4249,0.4516,0.0078,111.67,-2.118,0.485,35.44,0.0,9.932,336.21826,-72.14868,10.680398,6.7930474,high_z_dropout_candidate
14387,dropout,35.0,26.57,26.781,26.638,26.215,26.644,72.4304,-0.2116,0.1432,0.4227,-0.4288,0.54,-2.984,0.689,239.06,0.0,9.985,349.17505,-51.74678,10.65792,6.777874,high_z_dropout_candidate
40693,anomaly,27.582,27.529,27.592,23.467,27.597,27.58,0.0536,-0.0627,4.125,-4.1309,0.0178,111.39,-1.688,3.802,589.61,32.24,2.428,46.29417,-0.66757,10.655056,6.7759404,extreme_emission_line
38121,dropout,35.0,26.94,26.558,26.346,26.665,26.801,72.0599,0.3824,0.2121,-0.3191,-0.1368,74.19,-2.338,0.819,33.73,0.0,9.032,166.43372,28.95779,10.652181,6.7739997,high_z_dropout_candidate
41289,dropout,35.0,26.798,26.929,26.737,26.833,27.233,72.2021,-0.1314,0.1926,-0.096,-0.4001,63.56,-2.997,0.352,409.81,0.0,9.507,37.90448,1.81794,10.614078,6.7482786,high_z_dropout_candidate
1756,dropout,35.0,27.579,25.758,25.774,25.819,26.727,71.4206,1.8217,-0.0167,-0.0448,-0.9078,25.27,-2.502,0.653,10.26,0.0,11.764,232.27263,19.07685,10.603094,6.7408643,high_z_dropout_candidate
10543,anomaly,27.558,27.505,27.612,27.517,23.541,27.632,0.053,-0.1062,0.0947,3.976,-4.0913,283.49,-0.153,0.714,211.31,97.8,9.473,285.47747,-58.7438,10.60265,6.7405643,ultra_high_z_candidate
32139,dropout,35.0,35.0,28.227,28.368,28.515,28.296,0.0,70.7728,-0.1404,-0.1479,0.2198,10.43,-2.971,0.875,1763.59,0.0,12.496,316.19718,68.86087,10.592397,6.733643,ultra_high_z_candidate
32848,dropout,35.0,26.694,27.036,27.077,26.782,27.058,72.306,-0.3421,-0.0413,0.2957,-0.2766,4.91,-2.433,0.964,29.04,0.0,10.022,326.29414,-20.23784,10.592368,6.7336235,high_z_dropout_candidate
44242,dropout,35.0,26.777,26.68,26.866,26.997,26.506,72.2234,0.0963,-0.186,-0.1305,0.4911,10.35,-1.896,0.427,64.0,0.0,10.197,32.74471,45.3391,10.556621,6.7094927,high_z_dropout_candidate
19747,anomaly,23.169,25.374,22.738,26.405,22.54,23.678,-2.2049,2.6358,-3.667,3.8648,-1.1381,62.05,1.804,1.095,61.13,115.39,2.939,201.61107,17.38171,10.5289345,6.690803,extremely_red_object
20626,dropout,35.0,26.738,26.586,27.131,26.963,26.816,72.2616,0.152,-0.5444,0.168,0.147,14.06,-2.968,0.708,188.99,0.0,10.136,330.66781,64.3056,10.519363,6.6843424,high_z_dropout_candidate
31867,dropout,35.0,26.931,27.116,26.864,27.349,26.736,72.0687,-0.1843,0.2517,-0.4847,0.6125,66.91,-1.882,0.997,100.87,0.0,9.468,127.15698,37.11754,10.518507,6.6837645,high_z_dropout_candidate
15747,dropout,35.0,26.721,26.866,26.738,26.713,26.661,72.2793,-0.1455,0.1284,0.0248,0.0521,33.15,-2.781,0.545,92.59,0.0,10.087,264.42342,-2.82095,10.513246,6.6802125,high_z_dropout_candidate
29873,anomaly,25.825,27.713,29.07,25.238,27.714,26.041,-1.8873,-1.3572,3.8318,-2.4763,1.6731,13.28,2.67,1.053,366.55,65.1,4.704,9.37238,35.42501,10.512219,6.6795197,extremely_red_object
4719,dropout,35.0,27.377,26.244,26.286,26.612,26.696,71.6232,1.1327,-0.0415,-0.3265,-0.0841,91.91,-2.23,0.477,15.48,0.0,11.265,3.78171,76.6401,10.498425,6.6702075,high_z_dropout_candidate
25676,dropout,35.0,26.911,26.467,26.845,26.85,26.905,72.089,0.4441,-0.3783,-0.0049,-0.055,59.12,-2.781,0.883,88.05,0.0,8.976,118.02945,36.93974,10.47595,6.6550364,high_z_dropout_candidate
37218,dropout,35.0,26.695,26.718,27.046,26.774,26.975,72.3049,-0.0229,-0.3284,0.272,-0.2005,22.29,-1.89,0.402,201.91,0.0,9.234,154.01555,40.14976,10.471987,6.652361,high_z_dropout_candidate
7668,dropout,35.0,27.662,27.73,27.785,27.831,27.809,71.3382,-0.0684,-0.0545,-0.0466,0.0224,101.43,-2.097,0.754,903.07,0.0,9.254,274.36162,-57.92113,10.46462,6.647388,high_z_dropout_candidate
25153,dropout,35.0,27.412,26.91,27.833,27.469,27.813,71.5885,0.5019,-0.9234,0.3643,-0.3446,33.38,-1.511,0.803,776.17,0.0,8.988,351.23919,9.29349,10.43847,6.629736,high_z_dropout_candidate
2840,anomaly,23.346,23.469,23.408,23.496,19.475,23.413,-0.1232,0.0608,-0.0875,4.0207,-3.9379,239.66,-1.546,2.448,281.27,130.85,0.987,222.71345,-62.11415,10.419046,6.6166244,extreme_emission_line
26917,dropout,35.0,27.251,26.814,26.823,26.952,26.908,71.7492,0.4372,-0.0097,-0.1285,0.0439,123.0,-2.635,0.731,540.68,0.0,9.065,160.55682,12.90438,10.41788,6.6158366,high_z_dropout_candidate
33183,dropout,35.0,30.26,30.137,30.435,30.178,30.615,68.7396,0.1229,-0.2978,0.2574,-0.4374,6.95,-1.942,0.398,1514.8,0.0,9.1,245.26457,-88.84966,10.41053,6.610875,ultra_high_z_candidate
45227,dropout,35.0,26.646,27.071,26.88,26.503,26.679,72.3541,-0.4249,0.1909,0.3765,-0.1762,6.11,-2.688,0.561,373.19,0.0,9.586,105.51054,46.61557,10.406092,6.607879,high_z_dropout_candidate
35123,dropout,35.0,26.839,26.712,26.917,26.761,26.48,72.1611,0.1269,-0.2054,0.156,0.2818,20.49,-1.999,0.338,21.2,0.0,9.92,120.94973,-8.86441,10.403002,6.6057935,high_z_dropout_candidate
28995,dropout,35.0,27.089,26.026,25.895,26.026,26.033,71.9108,1.0631,0.1309,-0.1308,-0.0069,14.2,-2.058,0.855,78.97,0.0,10.897,246.97969,19.14614,10.399423,6.6033773,high_z_dropout_candidate
8062,dropout,35.0,26.891,27.188,27.255,27.217,27.279,72.1088,-0.2973,-0.0666,0.0383,-0.0619,83.82,-2.18,0.847,331.69,0.0,9.73,149.7523,-62.89647,10.368864,6.582749,high_z_dropout_candidate
1422,dropout,35.0,27.205,26.754,26.998,27.226,27.04,71.7953,0.451,-0.2442,-0.2282,0.1859,48.04,-1.717,0.416,693.41,0.0,9.201,216.64338,-84.28324,10.336785,6.5610943,high_z_dropout_candidate
18088,anomaly,24.042,23.964,24.063,24.03,20.164,24.028,0.0787,-0.0988,0.0328,3.8654,-3.8634,124.64,-0.692,3.832,39.95,90.89,9.843,66.04881,-39.27589,10.326837,6.5543785,ultra_high_z_candidate
32792,dropout,35.0,26.948,26.733,26.528,27.014,26.542,72.0518,0.2149,0.2048,-0.4852,0.4719,30.74,-2.325,0.766,157.46,0.0,9.968,353.22289,-77.89088,10.295326,6.5331078,high_z_dropout_candidate
45394,dropout,35.0,27.036,26.952,27.174,27.088,26.988,71.9639,0.084,-0.2215,0.0856,0.0997,87.94,-1.828,0.848,75.65,0.0,9.715,34.52644,-31.3982,10.292732,6.531357,high_z_dropout_candidate
20544,dropout,35.0,26.977,26.902,27.028,27.244,27.032,72.0235,0.0747,-0.1266,-0.2151,0.2118,77.65,-2.409,0.936,352.33,0.0,9.337,120.01363,54.45346,10.244903,6.4990697,high_z_dropout_candidate
29078,dropout,35.0,27.512,27.505,27.812,28.18,27.652,71.4876,0.007,-0.3067,-0.3683,0.5282,65.94,-2.701,0.848,788.3,0.0,10.081,252.316,-71.00782,10.2435,6.4981227,high_z_dropout_candidate
29808,anomaly,24.971,24.996,24.969,20.796,24.936,24.992,-0.0247,0.0262,4.1738,-4.1399,-0.0562,61.34,-1.687,3.17,471.07,109.05,6.155,283.63286,-70.18912,10.230771,6.48953,extreme_emission_line
21443,dropout,35.0,27.532,27.274,27.638,27.035,27.411,71.4677,0.2581,-0.3639,0.6037,-0.3768,160.86,-2.072,0.678,251.7,0.0,9.83,186.25645,-74.5665,10.226467,6.486625,high_z_dropout_candidate
38857,dropout,35.0,35.0,26.131,26.408,26.553,26.599,0.0,72.8691,-0.2772,-0.1444,-0.0461,126.25,-1.675,0.692,1465.26,0.0,12.821,107.19944,10.52633,10.22033,6.4824824,high_z_dropout_candidate
44137,dropout,35.0,29.5,27.006,27.04,27.123,27.15,69.5002,2.4942,-0.0343,-0.0827,-0.0271,25.87,-2.994,0.983,1260.01,0.0,10.909,249.44438,-24.2603,10.208624,6.47458,high_z_dropout_candidate
2665,anomaly,26.131,29.431,29.618,25.88,28.424,28.168,-3.2999,-0.1866,3.7379,-2.5436,0.2561,93.98,-2.438,0.893,5.72,94.37,5.066,118.98738,54.40625,10.207421,6.473768,inverted_SED
5136,dropout,35.0,26.924,27.174,26.493,26.474,26.757,72.0757,-0.2492,0.6808,0.0183,-0.2826,1.04,-1.766,0.828,52.91,0.0,8.969,134.29642,73.07493,10.201752,6.469941,high_z_dropout_candidate
33020,dropout,35.0,27.517,26.097,26.132,26.118,26.217,71.483,1.42,-0.0347,0.014,-0.0997,97.46,-2.677,0.712,148.65,0.0,11.886,137.30273,-11.01738,10.18985,6.461907,high_z_dropout_candidate
24790,dropout,35.0,28.395,27.939,28.311,28.29,28.436,70.605,0.456,-0.3717,0.0208,-0.146,264.73,-2.294,0.668,106.39,0.0,9.469,317.92015,-20.04561,10.181706,6.4564095,ultra_high_z_candidate
31417,dropout,35.0,26.907,26.782,26.652,26.734,26.914,72.0932,0.125,0.1295,-0.0821,-0.1799,22.45,-1.97,0.452,385.76,0.0,10.1,114.29965,-71.81834,10.159358,6.4413233,high_z_dropout_candidate
39205,dropout,35.0,27.115,26.777,26.809,27.07,26.971,71.8849,0.3381,-0.0316,-0.2613,0.0992,63.17,-2.777,0.314,66.9,0.0,9.928,343.68501,-57.33066,10.157733,6.4402266,high_z_dropout_candidate
25729,dropout,35.0,27.119,26.993,27.169,27.307,27.48,71.8814,0.126,-0.1768,-0.1381,-0.1721,85.23,-2.272,0.475,129.21,0.0,9.526,167.26922,-36.37771,10.153167,6.4371443,high_z_dropout_candidate
384,dropout,35.0,26.86,26.847,26.909,26.791,26.825,72.1402,0.0129,-0.0623,0.1182,-0.0335,28.45,-1.879,1.0,387.22,0.0,9.977,41.10616,3.29737,10.141838,6.429497,high_z_dropout_candidate
46718,dropout,35.0,27.307,27.099,27.381,27.111,27.213,71.6929,0.208,-0.2815,0.2697,-0.102,131.78,-2.562,0.694,406.0,0.0,9.227,71.70949,-76.0389,10.139819,6.428134,high_z_dropout_candidate
49697,dropout,35.0,29.4,29.467,29.673,29.307,29.32,69.6002,-0.0672,-0.2059,0.3657,-0.0133,187.61,-2.081,0.441,1216.48,0.0,9.673,127.57803,-38.60059,10.092147,6.395953,ultra_high_z_candidate
35453,dropout,35.0,28.64,25.764,26.063,26.26,26.193,70.3598,2.8759,-0.2991,-0.1966,0.0674,140.94,-1.914,0.544,31.4,0.0,10.875,104.36275,-46.17968,10.085397,6.3913965,high_z_dropout_candidate
12864,dropout,35.0,27.463,26.769,27.007,27.387,26.96,71.537,0.6936,-0.2377,-0.3797,0.4265,0.48,-1.596,0.904,758.6,0.0,9.013,289.34633,-84.23608,10.083275,6.389964,high_z_dropout_candidate
11913,dropout,35.0,28.571,26.576,26.58,26.675,26.876,70.4292,1.9946,-0.0043,-0.0943,-0.201,226.34,-2.428,0.648,47.58,0.0,10.484,298.61256,-52.81271,10.073316,6.383241,high_z_dropout_candidate
12499,dropout,35.0,26.967,26.743,26.541,26.52,26.436,72.0327,0.2239,0.2021,0.0213,0.0835,0.13,-2.023,0.921,22.39,0.0,9.116,282.63014,-30.4473,10.065829,6.3781877,high_z_dropout_candidate
39935,anomaly,24.065,24.354,24.399,27.029,23.296,26.184,-0.2891,-0.0446,-2.63,3.7329,-2.8885,63.87,2.604,2.891,61.24,141.52,12.487,283.56658,-48.18645,10.036485,6.358379,ultra_high_z_candidate
26378,anomaly,25.821,22.33,23.011,25.88,22.512,25.713,3.4912,-0.681,-2.8688,3.368,-3.201,82.82,-2.434,0.895,129.35,80.71,12.73,17.69044,53.44439,10.025649,6.351064,ultra_high_z_candidate
7926,dropout,35.0,27.444,27.559,27.347,27.645,27.196,71.5562,-0.1156,0.2119,-0.298,0.4499,119.17,-2.054,0.467,44.28,0.0,10.048,147.10631,-59.31847,10.012431,6.3421416,high_z_dropout_candidate
46285,dropout,35.0,35.0,26.609,26.434,26.566,26.759,0.0,72.3905,0.1751,-0.1313,-0.1937,31.68,-2.734,0.911,1514.29,0.0,12.726,213.01572,44.55023,10.007446,6.3387766,high_z_dropout_candidate
24185,dropout,35.0,28.294,26.1,26.137,26.552,26.014,70.7065,2.1937,-0.0374,-0.415,0.5384,54.33,-1.51,0.895,784.64,0.0,11.353,193.63894,-32.67448,10.002686,6.335563,high_z_dropout_candidate
12418,dropout,35.0,27.174,27.355,27.067,27.37,27.161,71.8259,-0.1809,0.2883,-0.3034,0.209,76.84,-2.92,0.539,113.93,0.0,10.07,237.95584,28.22616,9.997986,6.3323903,high_z_dropout_candidate
12854,dropout,35.0,27.213,27.479,26.955,27.136,27.263,71.7871,-0.2664,0.524,-0.1811,-0.1269,71.22,-1.68,0.511,479.31,0.0,10.142,188.12639,50.11133,9.969323,6.313042,high_z_dropout_candidate
46288,anomaly,25.352,25.231,25.158,25.159,21.373,25.383,0.1208,0.0729,-0.0011,3.7865,-4.01,68.22,-0.876,3.667,77.17,54.73,1.214,144.25233,-46.68895,9.949534,6.2996836,unclassified
26305,anomaly,28.009,25.636,25.673,27.947,25.341,28.811,2.3725,-0.0364,-2.2743,2.6054,-3.4696,4.22,0.957,3.572,40.13,113.78,5.624,75.1328,31.49562,9.940363,6.2934923,extremely_red_object
46224,dropout,35.0,33.346,30.517,30.67,30.542,29.996,65.6542,2.8289,-0.1534,0.1285,0.5463,32.08,-2.961,0.896,1784.95,0.0,10.416,68.92735,4.11415,9.911991,6.27434,ultra_high_z_candidate
15292,dropout,35.0,28.064,26.175,26.391,25.874,25.773,70.9361,1.889,-0.2163,0.517,0.1012,142.15,-2.471,0.463,90.09,0.0,10.596,287.013,-75.92641,9.901521,6.2672725,high_z_dropout_candidate
6561,dropout,35.0,27.051,27.085,27.007,27.078,26.86,71.9491,-0.0344,0.0778,-0.0707,0.2184,2.18,-2.288,0.541,27.52,0.0,9.615,269.88933,8.85103,9.898991,6.2655644,high_z_dropout_candidate
35862,dropout,35.0,26.929,27.177,27.213,27.221,26.739,72.0714,-0.2485,-0.0356,-0.0085,0.4821,10.66,-2.374,0.667,282.88,0.0,9.627,246.79278,-42.91608,9.888349,6.258381,high_z_dropout_candidate
30245,dropout,35.0,27.044,27.25,27.117,27.205,27.067,71.9555,-0.2052,0.1329,-0.0884,0.1385,40.15,-2.801,0.875,486.7,0.0,9.111,207.30269,-64.85039,9.885415,6.2564006,high_z_dropout_candidate
31645,dropout,35.0,27.117,27.266,27.09,27.237,26.959,71.8827,-0.1491,0.1761,-0.1471,0.2788,21.96,-2.597,0.936,4.08,0.0,9.863,200.91928,-0.26249,9.881795,6.253957,high_z_dropout_candidate
911,dropout,35.0,27.061,27.004,27.261,27.113,27.373,71.9391,0.0572,-0.2569,0.1479,-0.2606,24.05,-1.785,0.709,148.57,0.0,10.138,39.45523,71.18016,9.869938,6.2459526,high_z_dropout_candidate
40692,dropout,35.0,27.72,28.161,27.573,28.16,27.882,71.2804,-0.4418,0.5883,-0.5873,0.2785,174.08,-2.585,0.829,283.58,0.0,8.998,152.67949,-14.96601,9.865645,6.243055,high_z_dropout_candidate
49151,dropout,35.0,27.206,26.463,26.921,26.972,26.973,71.7942,0.7431,-0.458,-0.051,-0.0011,30.43,-2.693,0.96,155.37,0.0,9.488,223.62975,17.42889,9.862469,6.2409105,high_z_dropout_candidate
4874,anomaly,26.861,29.764,27.457,30.388,27.427,29.862,-2.9031,2.3075,-2.9316,2.9616,-2.4353,263.3,-0.48,1.001,8.06,604.39,3.988,2.67021,69.88436,9.840452,6.2260485,extreme_emission_line
18520,dropout,35.0,27.086,26.708,26.401,26.516,26.68,71.9141,0.3781,0.3071,-0.1153,-0.1637,2.81,-1.763,0.941,133.55,0.0,9.125,144.0896,-70.8101,9.832725,6.220832,high_z_dropout_candidate
17847,anomaly,30.576,27.4,27.492,29.377,26.926,30.635,3.1757,-0.0917,-1.8855,2.4509,-3.7083,56.79,2.245,3.955,18.87,85.5,8.865,74.34044,52.96466,9.824175,6.2150607,ultra_high_z_candidate
12534,dropout,35.0,30.968,30.754,30.731,30.285,30.65,68.0317,0.2147,0.0228,0.4463,-0.3652,368.67,-2.791,0.768,772.23,0.0,9.456,81.62151,64.94514,9.791123,6.1927495,ultra_high_z_candidate
26641,anomaly,25.142,25.311,25.272,21.259,25.199,25.212,-0.1687,0.0386,4.0135,-3.9408,-0.0127,28.32,-0.287,1.186,429.54,76.79,3.733,106.65121,-50.70197,9.750479,6.165313,extreme_emission_line
20920,dropout,35.0,27.345,27.345,26.702,27.322,27.669,71.6553,-0.0007,0.6431,-0.6198,-0.3465,25.35,-1.832,0.476,156.67,0.0,9.649,244.97924,-20.1539,9.746597,6.1626925,high_z_dropout_candidate
36497,dropout,35.0,27.393,27.01,26.926,27.074,26.933,71.6066,0.3835,0.0841,-0.1479,0.1407,32.73,-2.683,0.563,668.43,0.0,9.852,283.46245,59.33412,9.741335,6.15914,high_z_dropout_candidate
30470,dropout,35.0,27.483,26.406,25.937,25.953,25.722,71.5171,1.0769,0.4693,-0.0164,0.231,60.08,-1.579,0.871,113.13,0.0,11.412,216.3763,8.92104,9.728334,6.1503644,high_z_dropout_candidate
25872,anomaly,25.931,26.159,29.319,25.885,28.895,29.367,-0.228,-3.1605,3.4347,-3.0109,-0.4711,26.31,-0.697,3.892,680.44,139.23,5.537,207.49853,47.1622,9.723778,6.1472883,extreme_emission_line
13802,anomaly,23.168,23.37,23.262,23.203,19.597,23.273,-0.202,0.1079,0.0591,3.6062,-3.6767,80.49,-1.473,3.965,31.61,328.67,0.078,163.77589,62.10985,9.722653,6.146529,unclassified
47587,dropout,35.0,35.0,28.279,28.203,28.235,28.062,0.0,70.7205,0.0763,-0.0316,0.1728,126.11,-2.231,0.537,1683.76,0.0,12.434,315.4829,80.75691,9.715482,6.1416883,ultra_high_z_candidate
40983,dropout,35.0,27.572,25.992,26.249,26.015,26.242,71.4278,1.5799,-0.2572,0.2346,-0.2272,21.32,-1.842,0.429,154.28,0.0,10.811,288.57358,-72.32939,9.71315,6.1401143,high_z_dropout_candidate
29983,anomaly,25.355,22.884,26.107,23.366,25.993,26.334,2.4708,-3.2237,2.7417,-2.6277,-0.3406,78.64,0.841,2.847,1528.63,41.94,11.449,28.87575,39.16412,9.7043295,6.13416,ultra_high_z_candidate
37939,dropout,35.0,27.197,27.344,27.377,27.205,27.169,71.8035,-0.1475,-0.0328,0.1714,0.036,60.3,-2.196,0.886,66.72,0.0,9.763,309.6766,32.86884,9.6966715,6.1289907,high_z_dropout_candidate
5203,anomaly,26.243,26.153,26.367,26.01,22.307,26.289,0.0891,-0.2138,0.3573,3.7028,-3.9819,16.81,-1.404,3.909,172.56,52.71,12.785,186.24676,18.20791,9.66192,6.1055317,ultra_high_z_candidate
42041,dropout,35.0,35.0,27.094,27.097,27.182,27.142,0.0,71.9062,-0.0031,-0.0846,0.04,387.42,-1.869,0.494,75.93,0.0,12.488,291.12732,-38.11264,9.655243,6.1010246,high_z_dropout_candidate
17010,dropout,35.0,27.227,27.477,27.048,27.144,27.199,71.7726,-0.2492,0.4285,-0.0961,-0.0544,31.89,-1.67,0.863,36.0,0.0,9.194,331.80405,73.27043,9.649264,6.0969887,high_z_dropout_candidate
20857,anomaly,24.488,24.538,24.357,24.415,20.391,24.619,-0.0507,0.181,-0.0576,4.024,-4.2277,25.59,-0.365,1.253,380.69,59.45,13.435,288.59705,-2.56662,9.640321,6.0909514,ultra_high_z_candidate
1065,dropout,35.0,27.346,27.535,26.972,27.394,27.489,71.6539,-0.1886,0.5626,-0.4223,-0.0945,2.6,-2.17,0.506,43.05,0.0,10.087,277.85456,-50.86497,9.634691,6.087151,high_z_dropout_candidate
12262,anomaly,22.121,24.589,21.249,25.189,21.659,21.561,-2.4685,3.3399,-3.9397,3.5305,0.0977,5.18,0.474,2.577,108.72,208.47,6.193,91.17177,-21.57465,9.619464,6.0768723,unclassified
40524,dropout,35.0,28.907,27.582,27.459,27.438,27.063,70.0929,1.3256,0.1229,0.0208,0.3745,98.16,-2.886,0.406,1104.58,0.0,10.455,36.83484,33.62251,9.593954,6.059652,high_z_dropout_candidate
23013,anomaly,26.084,27.895,24.995,28.109,25.455,24.918,-1.8103,2.8998,-3.1144,2.654,0.5374,396.39,0.318,1.468,107.49,93.09,10.94,343.28585,16.74305,9.589231,6.0564632,ultra_high_z_candidate
2904,anomaly,30.1,29.283,26.949,29.902,26.889,29.393,0.8172,2.3336,-2.9528,3.0135,-2.5044,31.18,1.39,1.957,146.85,165.93,2.815,123.97806,64.50066,9.578621,6.0493016,extremely_red_object
45678,dropout,35.0,30.327,28.34,28.469,28.459,29.481,68.6725,1.9872,-0.1282,0.0095,-1.0218,5.0,-2.644,0.334,1363.27,0.0,10.3,317.91461,-87.70623,9.578183,6.049006,ultra_high_z_candidate
31996,dropout,35.0,27.591,26.533,26.565,26.5,26.18,71.4086,1.0587,-0.032,0.0649,0.3201,69.31,-2.778,0.522,5.98,0.0,10.538,205.38198,-27.76214,9.577303,6.048412,high_z_dropout_candidate
23897,dropout,35.0,27.563,26.494,26.44,26.167,26.533,71.4372,1.0689,0.0542,0.2731,-0.3668,23.66,-2.467,0.676,0.63,0.0,11.748,90.19588,-4.78671,9.576157,6.047638,high_z_dropout_candidate
9569,dropout,35.0,27.848,26.133,25.933,25.874,26.051,71.1517,1.7156,0.1997,0.0586,-0.1762,81.74,-2.154,0.838,136.15,0.0,11.186,177.2519,-46.02867,9.573109,6.0455804,high_z_dropout_candidate
21417,dropout,35.0,27.825,26.098,26.344,26.311,26.239,71.1751,1.7273,-0.2465,0.0329,0.0725,42.2,-2.633,0.337,26.62,0.0,11.209,161.51679,72.55583,9.571951,6.044799,high_z_dropout_candidate
30686,dropout,35.0,28.023,27.801,27.948,28.123,27.512,70.9772,0.2219,-0.1474,-0.1744,0.611,180.5,-2.135,0.758,28.66,0.0,9.576,317.85984,-88.86047,9.571181,6.0442796,high_z_dropout_candidate
20718,anomaly,24.118,24.197,24.264,24.003,20.22,24.398,-0.0796,-0.0665,0.2604,3.7835,-4.1779,100.12,-0.303,1.586,119.06,3.92,8.52,229.62456,77.89794,9.566135,6.040873,ultra_high_z_candidate
13636,dropout,35.0,28.755,26.509,26.46,26.246,26.651,70.2454,2.246,0.0488,0.2138,-0.4052,115.89,-2.36,0.761,823.44,0.0,11.571,345.15506,-53.35611,9.551912,6.031272,high_z_dropout_candidate
31872,dropout,35.0,27.178,27.631,27.24,27.443,27.266,71.8219,-0.4534,0.3911,-0.2023,0.1772,7.21,-2.534,0.521,334.55,0.0,9.616,344.45525,0.51981,9.538368,6.022129,high_z_dropout_candidate
12594,dropout,35.0,27.805,26.733,26.517,26.443,26.423,71.1951,1.0721,0.2158,0.0739,0.0202,108.62,-2.509,0.855,31.12,0.0,11.926,71.62345,-75.38176,9.536586,6.020926,high_z_dropout_candidate
15910,dropout,35.0,27.868,25.898,26.078,25.883,26.163,71.1322,1.9698,-0.1803,0.195,-0.2795,6.0,-2.747,0.811,158.01,0.0,11.5,290.75995,-17.69633,9.524967,6.013083,high_z_dropout_candidate
